date,window,score
2013-08-27,rolling20y,26.52
2013-08-28,full,24.61
2013-08-28,rolling20y,26.25
2013-08-29,full,24.55
2013-08-29,rolling20y,26.29
2013-08-30,full,25.16
2013-08-30,rolling20y,27.0
2013-09-02,full,27.73
2013-09-02,rolling20y,30.49
2013-09-03,full,27.36
2013-09-03,rolling20y,30.17
2013-09-04,full,26.2
2013-09-04,rolling20y,28.79
2013-09-05,full,26.31
2013-09-05,rolling20y,29.06
2013-09-06,full,26.1
2013-09-06,rolling20y,28.51
2013-09-09,full,24.91
2013-09-09,rolling20y,27.12
2013-09-10,full,24.12
2013-09-10,rolling20y,26.32
2013-09-11,full,23.75
2013-09-11,rolling20y,25.86
2013-09-12,full,24.15
2013-09-12,rolling20y,26.12
2013-09-13,full,24.0
2013-09-13,rolling20y,26.07
2013-09-16,full,23.24
2013-09-16,rolling20y,24.99
2013-09-17,full,22.8
2013-09-17,rolling20y,24.45
2013-09-18,full,21.62
2013-09-18,rolling20y,22.97
2013-09-19,full,21.45
2013-09-19,rolling20y,22.4
2013-09-20,full,22.48
2013-09-20,rolling20y,23.81
2013-09-23,full,23.17
2013-09-23,rolling20y,24.68
2013-09-24,full,23.68
2013-09-24,rolling20y,25.3
2013-09-25,full,24.11
2013-09-25,rolling20y,25.74
2013-09-26,full,23.93
2013-09-26,rolling20y,25.64
2013-09-27,full,24.5
2013-09-27,rolling20y,26.27
2013-09-30,full,25.29
2013-09-30,rolling20y,27.11
2013-10-01,full,31.73
2013-10-01,rolling20y,34.52
2013-10-02,full,31.81
2013-10-02,rolling20y,34.49
2013-10-03,full,33.03
2013-10-03,rolling20y,35.85
2013-10-04,full,32.14
2013-10-04,rolling20y,34.79
2013-10-07,full,33.41
2013-10-07,rolling20y,36.2
2013-10-08,full,35.28
2013-10-08,rolling20y,38.3
2013-10-09,full,35.47
2013-10-09,rolling20y,38.67
2013-10-10,full,32.47
2013-10-10,rolling20y,35.3
2013-10-11,full,31.84
2013-10-11,rolling20y,34.58
2013-10-14,full,31.45
2013-10-14,rolling20y,34.18
2013-10-15,full,32.37
2013-10-15,rolling20y,35.17
2013-10-16,full,30.8
2013-10-16,rolling20y,33.43
2013-10-17,full,29.72
2013-10-17,rolling20y,31.82
2013-10-18,full,29.03
2013-10-18,rolling20y,30.97
2013-10-21,full,29.26
2013-10-21,rolling20y,31.37
2013-10-22,full,28.58
2013-10-22,rolling20y,30.41
2013-10-23,full,29.27
2013-10-23,rolling20y,31.34
2013-10-24,full,29.05
2013-10-24,rolling20y,31.09
2013-10-25,full,28.65
2013-10-25,rolling20y,30.58
2013-10-28,full,28.61
2013-10-28,rolling20y,30.52
2013-10-29,full,28.2
2013-10-29,rolling20y,30.09
2013-10-30,full,28.84
2013-10-30,rolling20y,30.89
2013-10-31,full,29.61
2013-10-31,rolling20y,32.12
2013-11-01,full,19.82
2013-11-01,rolling20y,20.4
2013-11-04,full,19.45
2013-11-04,rolling20y,19.85
2013-11-05,full,19.95
2013-11-05,rolling20y,20.58
2013-11-06,full,19.54
2013-11-06,rolling20y,20.02
2013-11-07,full,21.34
2013-11-07,rolling20y,22.4
2013-11-08,full,20.02
2013-11-08,rolling20y,20.87
2013-11-11,full,20.03
2013-11-11,rolling20y,20.89
2013-11-12,full,20.47
2013-11-12,rolling20y,21.56
2013-11-13,full,19.46
2013-11-13,rolling20y,20.06
2013-11-14,full,19.04
2013-11-14,rolling20y,19.56
2013-11-15,full,18.61
2013-11-15,rolling20y,19.0
2013-11-18,full,18.96
2013-11-18,rolling20y,19.27
2013-11-19,full,19.28
2013-11-19,rolling20y,19.67
2013-11-20,full,19.87
2013-11-20,rolling20y,20.55
2013-11-21,full,19.27
2013-11-21,rolling20y,19.9
2013-11-22,full,18.77
2013-11-22,rolling20y,19.28
2013-11-25,full,19.06
2013-11-25,rolling20y,19.68
2013-11-26,full,19.11
2013-11-26,rolling20y,19.7
2013-11-27,full,19.07
2013-11-27,rolling20y,19.75
2013-11-28,full,19.07
2013-11-28,rolling20y,19.75
2013-11-29,full,19.19
2013-11-29,rolling20y,19.87
2013-12-02,full,26.52
2013-12-02,rolling20y,29.18
2013-12-03,full,26.95
2013-12-03,rolling20y,29.74
2013-12-04,full,27.22
2013-12-04,rolling20y,30.15
2013-12-05,full,27.58
2013-12-05,rolling20y,30.38
2013-12-06,full,26.33
2013-12-06,rolling20y,28.72
2013-12-09,full,26.09
2013-12-09,rolling20y,28.3
2013-12-10,full,26.57
2013-12-10,rolling20y,28.97
2013-12-11,full,27.96
2013-12-11,rolling20y,30.7
2013-12-12,full,28.69
2013-12-12,rolling20y,31.64
2013-12-13,full,28.76
2013-12-13,rolling20y,31.68
2013-12-16,full,28.02
2013-12-16,rolling20y,30.83
2013-12-17,full,28.53
2013-12-17,rolling20y,31.39
2013-12-18,full,26.75
2013-12-18,rolling20y,29.33
2013-12-19,full,27.13
2013-12-19,rolling20y,30.0
2013-12-20,full,26.67
2013-12-20,rolling20y,29.39
2013-12-23,full,26.08
2013-12-23,rolling20y,28.52
2013-12-24,full,25.92
2013-12-24,rolling20y,28.41
2013-12-25,full,25.92
2013-12-25,rolling20y,28.41
2013-12-26,full,25.61
2013-12-26,rolling20y,28.09
2013-12-27,full,25.68
2013-12-27,rolling20y,28.16
2013-12-30,full,25.62
2013-12-30,rolling20y,27.96
2013-12-31,full,25.38
2013-12-31,rolling20y,27.66
2014-01-01,full,30.49
2014-01-01,rolling20y,33.85
2014-01-02,full,31.68
2014-01-02,rolling20y,35.51
2014-01-03,full,31.82
2014-01-03,rolling20y,35.73
2014-01-06,full,32.24
2014-01-06,rolling20y,36.33
2014-01-07,full,31.71
2014-01-07,rolling20y,35.62
2014-01-08,full,31.9
2014-01-08,rolling20y,35.95
2014-01-09,full,32.01
2014-01-09,rolling20y,36.15
2014-01-10,full,31.71
2014-01-10,rolling20y,35.61
2014-01-13,full,33.22
2014-01-13,rolling20y,37.61
2014-01-14,full,32.12
2014-01-14,rolling20y,36.2
2014-01-15,full,31.79
2014-01-15,rolling20y,35.85
2014-01-16,full,32.12
2014-01-16,rolling20y,36.38
2014-01-17,full,32.68
2014-01-17,rolling20y,37.2
2014-01-20,full,32.68
2014-01-20,rolling20y,37.2
2014-01-21,full,32.52
2014-01-21,rolling20y,36.98
2014-01-22,full,32.63
2014-01-22,rolling20y,37.19
2014-01-23,full,33.78
2014-01-23,rolling20y,38.72
2014-01-24,full,36.43
2014-01-24,rolling20y,41.66
2014-01-27,full,37.24
2014-01-27,rolling20y,42.57
2014-01-28,full,36.45
2014-01-28,rolling20y,41.69
2014-01-29,full,37.97
2014-01-29,rolling20y,43.3
2014-01-30,full,36.58
2014-01-30,rolling20y,41.92
2014-01-31,full,37.62
2014-01-31,rolling20y,43.06
2014-02-03,full,26.78
2014-02-03,rolling20y,29.14
2014-02-04,full,25.78
2014-02-04,rolling20y,28.11
2014-02-05,full,26.09
2014-02-05,rolling20y,28.43
2014-02-06,full,24.34
2014-02-06,rolling20y,26.69
2014-02-07,full,22.6
2014-02-07,rolling20y,24.85
2014-02-10,full,22.45
2014-02-10,rolling20y,24.69
2014-02-11,full,21.09
2014-02-11,rolling20y,23.11
2014-02-12,full,21.17
2014-02-12,rolling20y,23.21
2014-02-13,full,20.57
2014-02-13,rolling20y,22.6
2014-02-14,full,19.88
2014-02-14,rolling20y,21.65
2014-02-17,full,19.88
2014-02-17,rolling20y,21.65
2014-02-18,full,19.8
2014-02-18,rolling20y,21.53
2014-02-19,full,20.77
2014-02-19,rolling20y,22.65
2014-02-20,full,20.27
2014-02-20,rolling20y,22.25
2014-02-21,full,20.58
2014-02-21,rolling20y,22.64
2014-02-24,full,19.78
2014-02-24,rolling20y,21.65
2014-02-25,full,20.05
2014-02-25,rolling20y,21.96
2014-02-26,full,20.28
2014-02-26,rolling20y,22.35
2014-02-27,full,19.72
2014-02-27,rolling20y,21.75
2014-02-28,full,19.32
2014-02-28,rolling20y,21.06
2014-03-03,full,25.82
2014-03-03,rolling20y,28.8
2014-03-04,full,24.26
2014-03-04,rolling20y,27.04
2014-03-05,full,24.23
2014-03-05,rolling20y,26.95
2014-03-06,full,23.83
2014-03-06,rolling20y,26.2
2014-03-07,full,23.97
2014-03-07,rolling20y,26.5
2014-03-10,full,24.19
2014-03-10,rolling20y,26.88
2014-03-11,full,24.89
2014-03-11,rolling20y,27.74
2014-03-12,full,24.97
2014-03-12,rolling20y,27.9
2014-03-13,full,26.27
2014-03-13,rolling20y,29.22
2014-03-14,full,26.7
2014-03-14,rolling20y,29.74
2014-03-17,full,25.62
2014-03-17,rolling20y,28.51
2014-03-18,full,24.88
2014-03-18,rolling20y,27.72
2014-03-19,full,25.75
2014-03-19,rolling20y,28.76
2014-03-20,full,25.47
2014-03-20,rolling20y,28.83
2014-03-21,full,25.82
2014-03-21,rolling20y,29.15
2014-03-24,full,26.46
2014-03-24,rolling20y,29.78
2014-03-25,full,25.93
2014-03-25,rolling20y,29.12
2014-03-26,full,26.78
2014-03-26,rolling20y,30.01
2014-03-27,full,26.98
2014-03-27,rolling20y,30.18
2014-03-28,full,26.52
2014-03-28,rolling20y,29.63
2014-03-31,full,25.55
2014-03-31,rolling20y,28.46
2014-04-01,full,26.25
2014-04-01,rolling20y,29.31
2014-04-02,full,26.09
2014-04-02,rolling20y,29.17
2014-04-03,full,26.45
2014-04-03,rolling20y,29.74
2014-04-04,full,27.88
2014-04-04,rolling20y,31.23
2014-04-07,full,29.29
2014-04-07,rolling20y,32.76
2014-04-08,full,28.6
2014-04-08,rolling20y,31.75
2014-04-09,full,27.37
2014-04-09,rolling20y,30.37
2014-04-10,full,30.15
2014-04-10,rolling20y,33.33
2014-04-11,full,31.66
2014-04-11,rolling20y,34.84
2014-04-14,full,30.74
2014-04-14,rolling20y,34.23
2014-04-15,full,29.98
2014-04-15,rolling20y,33.46
2014-04-16,full,28.62
2014-04-16,rolling20y,31.99
2014-04-17,full,28.5
2014-04-17,rolling20y,31.83
2014-04-18,full,28.55
2014-04-18,rolling20y,31.92
2014-04-21,full,28.2
2014-04-21,rolling20y,31.58
2014-04-22,full,27.83
2014-04-22,rolling20y,31.15
2014-04-23,full,28.2
2014-04-23,rolling20y,31.63
2014-04-24,full,28.05
2014-04-24,rolling20y,31.41
2014-04-25,full,29.22
2014-04-25,rolling20y,32.82
2014-04-28,full,28.84
2014-04-28,rolling20y,32.37
2014-04-29,full,28.23
2014-04-29,rolling20y,31.63
2014-04-30,full,27.83
2014-04-30,rolling20y,31.04
2014-05-01,full,25.4
2014-05-01,rolling20y,27.97
2014-05-02,full,25.63
2014-05-02,rolling20y,28.27
2014-05-05,full,25.4
2014-05-05,rolling20y,27.91
2014-05-06,full,26.44
2014-05-06,rolling20y,28.89
2014-05-07,full,25.73
2014-05-07,rolling20y,28.11
2014-05-08,full,25.94
2014-05-08,rolling20y,28.32
2014-05-09,full,26.02
2014-05-09,rolling20y,28.58
2014-05-12,full,24.87
2014-05-12,rolling20y,27.21
2014-05-13,full,24.91
2014-05-13,rolling20y,27.29
2014-05-14,full,25.49
2014-05-14,rolling20y,27.97
2014-05-15,full,26.99
2014-05-15,rolling20y,29.76
2014-05-16,full,26.41
2014-05-16,rolling20y,29.03
2014-05-19,full,25.87
2014-05-19,rolling20y,28.32
2014-05-20,full,27.01
2014-05-20,rolling20y,29.77
2014-05-21,full,26.02
2014-05-21,rolling20y,28.72
2014-05-22,full,25.7
2014-05-22,rolling20y,28.32
2014-05-23,full,25.25
2014-05-23,rolling20y,27.73
2014-05-26,full,25.25
2014-05-26,rolling20y,27.73
2014-05-27,full,24.72
2014-05-27,rolling20y,27.26
2014-05-28,full,24.96
2014-05-28,rolling20y,27.54
2014-05-29,full,24.24
2014-05-29,rolling20y,26.56
2014-05-30,full,24.16
2014-05-30,rolling20y,26.56
2014-06-02,full,22.76
2014-06-02,rolling20y,25.02
2014-06-03,full,22.93
2014-06-03,rolling20y,25.23
2014-06-04,full,22.83
2014-06-04,rolling20y,25.17
2014-06-05,full,22.05
2014-06-05,rolling20y,24.1
2014-06-06,full,21.55
2014-06-06,rolling20y,23.5
2014-06-09,full,21.58
2014-06-09,rolling20y,23.57
2014-06-10,full,21.78
2014-06-10,rolling20y,23.86
2014-06-11,full,22.26
2014-06-11,rolling20y,24.44
2014-06-12,full,23.09
2014-06-12,rolling20y,25.34
2014-06-13,full,22.87
2014-06-13,rolling20y,25.1
2014-06-16,full,22.83
2014-06-16,rolling20y,25.03
2014-06-17,full,22.84
2014-06-17,rolling20y,25.21
2014-06-18,full,22.01
2014-06-18,rolling20y,24.15
2014-06-19,full,21.72
2014-06-19,rolling20y,23.59
2014-06-20,full,21.62
2014-06-20,rolling20y,23.49
2014-06-23,full,21.6
2014-06-23,rolling20y,23.36
2014-06-24,full,22.58
2014-06-24,rolling20y,24.68
2014-06-25,full,21.96
2014-06-25,rolling20y,23.82
2014-06-26,full,22.15
2014-06-26,rolling20y,24.06
2014-06-27,full,21.91
2014-06-27,rolling20y,23.69
2014-06-30,full,21.92
2014-06-30,rolling20y,23.6
2014-07-01,full,24.57
2014-07-01,rolling20y,25.88
2014-07-02,full,24.65
2014-07-02,rolling20y,26.02
2014-07-03,full,24.15
2014-07-03,rolling20y,25.39
2014-07-04,full,24.15
2014-07-04,rolling20y,25.39
2014-07-07,full,24.74
2014-07-07,rolling20y,26.21
2014-07-08,full,25.66
2014-07-08,rolling20y,27.38
2014-07-09,full,25.12
2014-07-09,rolling20y,26.66
2014-07-10,full,25.76
2014-07-10,rolling20y,27.52
2014-07-11,full,25.74
2014-07-11,rolling20y,27.56
2014-07-14,full,25.26
2014-07-14,rolling20y,26.96
2014-07-15,full,25.7
2014-07-15,rolling20y,27.65
2014-07-16,full,25.33
2014-07-16,rolling20y,27.17
2014-07-17,full,26.92
2014-07-17,rolling20y,29.12
2014-07-18,full,25.75
2014-07-18,rolling20y,27.78
2014-07-21,full,26.1
2014-07-21,rolling20y,28.12
2014-07-22,full,25.59
2014-07-22,rolling20y,27.6
2014-07-23,full,25.45
2014-07-23,rolling20y,27.36
2014-07-24,full,25.59
2014-07-24,rolling20y,27.65
2014-07-25,full,26.44
2014-07-25,rolling20y,28.78
2014-07-28,full,26.51
2014-07-28,rolling20y,28.88
2014-07-29,full,27.33
2014-07-29,rolling20y,29.96
2014-07-30,full,27.59
2014-07-30,rolling20y,30.45
2014-07-31,full,30.53
2014-07-31,rolling20y,33.9
2014-08-01,full,38.48
2014-08-01,rolling20y,43.41
2014-08-04,full,37.56
2014-08-04,rolling20y,42.43
2014-08-05,full,39.14
2014-08-05,rolling20y,44.14
2014-08-06,full,39.15
2014-08-06,rolling20y,44.11
2014-08-07,full,39.97
2014-08-07,rolling20y,44.83
2014-08-08,full,38.44
2014-08-08,rolling20y,43.48
2014-08-11,full,38.07
2014-08-11,rolling20y,43.04
2014-08-12,full,38.39
2014-08-12,rolling20y,43.37
2014-08-13,full,37.48
2014-08-13,rolling20y,42.37
2014-08-14,full,36.88
2014-08-14,rolling20y,41.67
2014-08-15,full,36.91
2014-08-15,rolling20y,41.65
2014-08-18,full,35.75
2014-08-18,rolling20y,40.26
2014-08-19,full,35.33
2014-08-19,rolling20y,39.88
2014-08-20,full,35.22
2014-08-20,rolling20y,39.83
2014-08-21,full,34.98
2014-08-21,rolling20y,39.61
2014-08-22,full,35.37
2014-08-22,rolling20y,40.14
2014-08-25,full,34.94
2014-08-25,rolling20y,39.72
2014-08-26,full,34.85
2014-08-26,rolling20y,39.59
2014-08-27,full,34.82
2014-08-27,rolling20y,39.45
2014-08-28,full,35.12
2014-08-28,rolling20y,39.79
2014-08-29,full,34.8
2014-08-29,rolling20y,39.48
2014-09-01,full,31.02
2014-09-01,rolling20y,35.27
2014-09-02,full,31.34
2014-09-02,rolling20y,35.77
2014-09-03,full,31.42
2014-09-03,rolling20y,35.79
2014-09-04,full,31.82
2014-09-04,rolling20y,36.43
2014-09-05,full,31.27
2014-09-05,rolling20y,35.78
2014-09-08,full,31.8
2014-09-08,rolling20y,36.47
2014-09-09,full,32.87
2014-09-09,rolling20y,37.94
2014-09-10,full,32.45
2014-09-10,rolling20y,37.46
2014-09-11,full,32.43
2014-09-11,rolling20y,37.43
2014-09-12,full,33.32
2014-09-12,rolling20y,38.52
2014-09-15,full,33.51
2014-09-15,rolling20y,38.74
2014-09-16,full,32.49
2014-09-16,rolling20y,37.51
2014-09-17,full,32.41
2014-09-17,rolling20y,37.42
2014-09-18,full,31.94
2014-09-18,rolling20y,36.85
2014-09-19,full,32.13
2014-09-19,rolling20y,37.14
2014-09-22,full,33.31
2014-09-22,rolling20y,38.66
2014-09-23,full,34.24
2014-09-23,rolling20y,39.75
2014-09-24,full,33.27
2014-09-24,rolling20y,38.68
2014-09-25,full,35.68
2014-09-25,rolling20y,41.43
2014-09-26,full,34.7
2014-09-26,rolling20y,40.48
2014-09-29,full,35.19
2014-09-29,rolling20y,41.05
2014-09-30,full,35.7
2014-09-30,rolling20y,41.72
2014-10-01,full,33.79
2014-10-01,rolling20y,39.35
2014-10-02,full,33.73
2014-10-02,rolling20y,39.17
2014-10-03,full,32.65
2014-10-03,rolling20y,38.69
2014-10-06,full,32.71
2014-10-06,rolling20y,38.46
2014-10-07,full,34.7
2014-10-07,rolling20y,40.08
2014-10-08,full,32.47
2014-10-08,rolling20y,38.22
2014-10-09,full,34.99
2014-10-09,rolling20y,40.23
2014-10-10,full,36.24
2014-10-10,rolling20y,41.58
2014-10-13,full,37.62
2014-10-13,rolling20y,42.86
2014-10-14,full,37.51
2014-10-14,rolling20y,42.75
2014-10-15,full,38.1
2014-10-15,rolling20y,43.26
2014-10-16,full,38.06
2014-10-16,rolling20y,43.19
2014-10-17,full,37.08
2014-10-17,rolling20y,42.34
2014-10-20,full,36.31
2014-10-20,rolling20y,41.59
2014-10-21,full,34.44
2014-10-21,rolling20y,39.74
2014-10-22,full,35.32
2014-10-22,rolling20y,40.71
2014-10-23,full,34.05
2014-10-23,rolling20y,39.69
2014-10-24,full,33.09
2014-10-24,rolling20y,38.76
2014-10-27,full,33.37
2014-10-27,rolling20y,39.03
2014-10-28,full,31.6
2014-10-28,rolling20y,37.3
2014-10-29,full,31.74
2014-10-29,rolling20y,37.32
2014-10-30,full,31.17
2014-10-30,rolling20y,36.9
2014-10-31,full,29.97
2014-10-31,rolling20y,35.83
2014-11-03,full,27.08
2014-11-03,rolling20y,31.87
2014-11-04,full,27.55
2014-11-04,rolling20y,32.43
2014-11-05,full,26.93
2014-11-05,rolling20y,31.71
2014-11-06,full,26.69
2014-11-06,rolling20y,31.4
2014-11-07,full,26.67
2014-11-07,rolling20y,31.39
2014-11-10,full,26.33
2014-11-10,rolling20y,30.93
2014-11-11,full,26.32
2014-11-11,rolling20y,30.93
2014-11-12,full,26.44
2014-11-12,rolling20y,31.06
2014-11-13,full,26.58
2014-11-13,rolling20y,31.27
2014-11-14,full,26.64
2014-11-14,rolling20y,31.36
2014-11-17,full,26.75
2014-11-17,rolling20y,31.48
2014-11-18,full,26.07
2014-11-18,rolling20y,30.63
2014-11-19,full,26.52
2014-11-19,rolling20y,31.19
2014-11-20,full,26.37
2014-11-20,rolling20y,30.99
2014-11-21,full,25.83
2014-11-21,rolling20y,30.33
2014-11-24,full,25.63
2014-11-24,rolling20y,30.13
2014-11-25,full,25.77
2014-11-25,rolling20y,30.27
2014-11-26,full,25.43
2014-11-26,rolling20y,29.86
2014-11-27,full,25.43
2014-11-27,rolling20y,29.86
2014-11-28,full,26.36
2014-11-28,rolling20y,31.13
2014-12-01,full,30.93
2014-12-01,rolling20y,36.6
2014-12-02,full,30.54
2014-12-02,rolling20y,36.28
2014-12-03,full,30.24
2014-12-03,rolling20y,35.91
2014-12-04,full,30.32
2014-12-04,rolling20y,35.99
2014-12-05,full,30.62
2014-12-05,rolling20y,36.43
2014-12-08,full,31.75
2014-12-08,rolling20y,37.9
2014-12-09,full,31.55
2014-12-09,rolling20y,37.65
2014-12-10,full,34.02
2014-12-10,rolling20y,40.57
2014-12-11,full,33.73
2014-12-11,rolling20y,40.32
2014-12-12,full,36.0
2014-12-12,rolling20y,42.54
2014-12-15,full,37.06
2014-12-15,rolling20y,43.53
2014-12-16,full,38.06
2014-12-16,rolling20y,44.32
2014-12-17,full,35.54
2014-12-17,rolling20y,42.19
2014-12-18,full,32.39
2014-12-18,rolling20y,38.73
2014-12-19,full,32.09
2014-12-19,rolling20y,38.31
2014-12-22,full,31.65
2014-12-22,rolling20y,37.73
2014-12-23,full,31.78
2014-12-23,rolling20y,37.97
2014-12-24,full,31.84
2014-12-24,rolling20y,38.04
2014-12-25,full,31.84
2014-12-25,rolling20y,38.04
2014-12-26,full,31.5
2014-12-26,rolling20y,37.58
2014-12-29,full,31.53
2014-12-29,rolling20y,37.61
2014-12-30,full,32.01
2014-12-30,rolling20y,38.24
2014-12-31,full,33.58
2014-12-31,rolling20y,40.27
2015-01-01,full,45.51
2015-01-01,rolling20y,54.38
2015-01-02,full,46.1
2015-01-02,rolling20y,55.08
2015-01-05,full,49.22
2015-01-05,rolling20y,58.34
2015-01-06,full,50.27
2015-01-06,rolling20y,59.22
2015-01-07,full,49.07
2015-01-07,rolling20y,58.28
2015-01-08,full,46.33
2015-01-08,rolling20y,55.3
2015-01-09,full,47.51
2015-01-09,rolling20y,56.61
2015-01-12,full,48.8
2015-01-12,rolling20y,57.95
2015-01-13,full,49.22
2015-01-13,rolling20y,58.3
2015-01-14,full,49.89
2015-01-14,rolling20y,58.83
2015-01-15,full,51.08
2015-01-15,rolling20y,59.86
2015-01-16,full,49.57
2015-01-16,rolling20y,58.58
2015-01-19,full,49.57
2015-01-19,rolling20y,58.58
2015-01-20,full,49.64
2015-01-20,rolling20y,58.71
2015-01-21,full,49.26
2015-01-21,rolling20y,58.46
2015-01-22,full,47.27
2015-01-22,rolling20y,56.33
2015-01-23,full,48.35
2015-01-23,rolling20y,57.47
2015-01-26,full,48.1
2015-01-26,rolling20y,57.16
2015-01-27,full,49.91
2015-01-27,rolling20y,59.01
2015-01-28,full,51.87
2015-01-28,rolling20y,60.66
2015-01-29,full,51.12
2015-01-29,rolling20y,59.92
2015-01-30,full,52.87
2015-01-30,rolling20y,61.27
2015-02-02,full,47.63
2015-02-02,rolling20y,56.31
2015-02-03,full,45.42
2015-02-03,rolling20y,54.47
2015-02-04,full,46.16
2015-02-04,rolling20y,55.11
2015-02-05,full,44.66
2015-02-05,rolling20y,53.63
2015-02-06,full,45.49
2015-02-06,rolling20y,54.41
2015-02-09,full,46.11
2015-02-09,rolling20y,55.02
2015-02-10,full,44.83
2015-02-10,rolling20y,53.59
2015-02-11,full,45.2
2015-02-11,rolling20y,53.72
2015-02-12,full,43.44
2015-02-12,rolling20y,52.08
2015-02-13,full,42.89
2015-02-13,rolling20y,51.43
2015-02-16,full,42.89
2015-02-16,rolling20y,51.43
2015-02-17,full,42.75
2015-02-17,rolling20y,51.26
2015-02-18,full,43.09
2015-02-18,rolling20y,51.56
2015-02-19,full,43.24
2015-02-19,rolling20y,51.78
2015-02-20,full,42.64
2015-02-20,rolling20y,50.83
2015-02-23,full,42.88
2015-02-23,rolling20y,51.04
2015-02-24,full,42.63
2015-02-24,rolling20y,50.67
2015-02-25,full,42.48
2015-02-25,rolling20y,50.77
2015-02-26,full,43.04
2015-02-26,rolling20y,51.32
2015-02-27,full,43.54
2015-02-27,rolling20y,51.89
2015-03-02,full,40.14
2015-03-02,rolling20y,47.13
2015-03-03,full,40.69
2015-03-03,rolling20y,48.03
2015-03-04,full,41.7
2015-03-04,rolling20y,48.94
2015-03-05,full,41.61
2015-03-05,rolling20y,48.83
2015-03-06,full,44.4
2015-03-06,rolling20y,51.28
2015-03-09,full,43.97
2015-03-09,rolling20y,50.83
2015-03-10,full,46.59
2015-03-10,rolling20y,53.1
2015-03-11,full,47.06
2015-03-11,rolling20y,53.38
2015-03-12,full,45.29
2015-03-12,rolling20y,51.95
2015-03-13,full,46.47
2015-03-13,rolling20y,52.84
2015-03-16,full,44.53
2015-03-16,rolling20y,51.13
2015-03-17,full,45.03
2015-03-17,rolling20y,51.61
2015-03-18,full,43.34
2015-03-18,rolling20y,49.85
2015-03-19,full,43.99
2015-03-19,rolling20y,50.61
2015-03-20,full,42.35
2015-03-20,rolling20y,49.1
2015-03-23,full,42.29
2015-03-23,rolling20y,49.38
2015-03-24,full,43.18
2015-03-24,rolling20y,50.37
2015-03-25,full,45.15
2015-03-25,rolling20y,52.3
2015-03-26,full,45.66
2015-03-26,rolling20y,52.66
2015-03-27,full,45.58
2015-03-27,rolling20y,52.43
2015-03-30,full,44.23
2015-03-30,rolling20y,51.03
2015-03-31,full,45.52
2015-03-31,rolling20y,52.18
2015-04-01,full,42.04
2015-04-01,rolling20y,48.52
2015-04-02,full,41.41
2015-04-02,rolling20y,48.12
2015-04-03,full,40.97
2015-04-03,rolling20y,48.0
2015-04-06,full,40.03
2015-04-06,rolling20y,47.19
2015-04-07,full,40.74
2015-04-07,rolling20y,47.59
2015-04-08,full,40.4
2015-04-08,rolling20y,47.29
2015-04-09,full,40.13
2015-04-09,rolling20y,46.79
2015-04-10,full,39.7
2015-04-10,rolling20y,46.09
2015-04-13,full,40.53
2015-04-13,rolling20y,46.96
2015-04-14,full,39.99
2015-04-14,rolling20y,46.61
2015-04-15,full,39.39
2015-04-15,rolling20y,45.85
2015-04-16,full,39.03
2015-04-16,rolling20y,45.85
2015-04-17,full,40.69
2015-04-17,rolling20y,47.54
2015-04-20,full,39.55
2015-04-20,rolling20y,46.39
2015-04-21,full,39.84
2015-04-21,rolling20y,46.66
2015-04-22,full,39.2
2015-04-22,rolling20y,45.87
2015-04-23,full,38.66
2015-04-23,rolling20y,45.43
2015-04-24,full,38.25
2015-04-24,rolling20y,45.14
2015-04-27,full,38.76
2015-04-27,rolling20y,45.76
2015-04-28,full,38.05
2015-04-28,rolling20y,45.21
2015-04-29,full,38.36
2015-04-29,rolling20y,45.73
2015-04-30,full,40.22
2015-04-30,rolling20y,47.43
