date,window,score
2001-08-17,full,81.5
2001-08-17,rolling20y,83.01
2001-08-20,full,81.65
2001-08-20,rolling20y,82.82
2001-08-21,full,82.03
2001-08-21,rolling20y,83.23
2001-08-22,full,81.05
2001-08-22,rolling20y,82.75
2001-08-23,full,81.2
2001-08-23,rolling20y,82.85
2001-08-24,full,80.49
2001-08-24,rolling20y,81.92
2001-08-27,full,80.92
2001-08-27,rolling20y,82.22
2001-08-28,full,81.62
2001-08-28,rolling20y,82.93
2001-08-29,full,82.06
2001-08-29,rolling20y,83.33
2001-08-30,full,81.97
2001-08-30,rolling20y,83.41
2001-08-31,full,82.19
2001-08-31,rolling20y,83.46
2001-09-03,full,86.06
2001-09-03,rolling20y,88.26
2001-09-04,full,87.26
2001-09-04,rolling20y,88.74
2001-09-05,full,87.32
2001-09-05,rolling20y,88.81
2001-09-06,full,87.78
2001-09-06,rolling20y,89.03
2001-09-07,full,87.82
2001-09-07,rolling20y,89.02
2001-09-10,full,87.97
2001-09-10,rolling20y,89.14
2001-09-11,full,87.97
2001-09-11,rolling20y,89.14
2001-09-12,full,87.41
2001-09-12,rolling20y,88.87
2001-09-13,full,87.29
2001-09-13,rolling20y,88.85
2001-09-14,full,86.22
2001-09-14,rolling20y,88.47
2001-09-17,full,86.99
2001-09-17,rolling20y,88.75
2001-09-18,full,86.97
2001-09-18,rolling20y,88.78
2001-09-19,full,86.7
2001-09-19,rolling20y,88.62
2001-09-20,full,86.93
2001-09-20,rolling20y,88.73
2001-09-21,full,88.17
2001-09-21,rolling20y,89.21
2001-09-24,full,87.79
2001-09-24,rolling20y,89.07
2001-09-25,full,87.16
2001-09-25,rolling20y,88.84
2001-09-26,full,87.24
2001-09-26,rolling20y,88.88
2001-09-27,full,88.1
2001-09-27,rolling20y,89.17
2001-09-28,full,88.03
2001-09-28,rolling20y,89.08
2001-10-01,full,82.95
2001-10-01,rolling20y,83.66
2001-10-02,full,82.84
2001-10-02,rolling20y,83.58
2001-10-03,full,82.28
2001-10-03,rolling20y,83.4
2001-10-04,full,82.45
2001-10-04,rolling20y,83.44
2001-10-05,full,81.97
2001-10-05,rolling20y,83.27
2001-10-08,full,82.06
2001-10-08,rolling20y,83.32
2001-10-09,full,82.42
2001-10-09,rolling20y,83.45
2001-10-10,full,82.39
2001-10-10,rolling20y,83.36
2001-10-11,full,82.39
2001-10-11,rolling20y,83.41
2001-10-12,full,82.26
2001-10-12,rolling20y,83.26
2001-10-15,full,82.13
2001-10-15,rolling20y,83.22
2001-10-16,full,81.98
2001-10-16,rolling20y,83.14
2001-10-17,full,82.54
2001-10-17,rolling20y,83.43
2001-10-18,full,82.91
2001-10-18,rolling20y,83.69
2001-10-19,full,82.87
2001-10-19,rolling20y,83.67
2001-10-22,full,82.78
2001-10-22,rolling20y,83.72
2001-10-23,full,82.9
2001-10-23,rolling20y,83.76
2001-10-24,full,82.81
2001-10-24,rolling20y,83.68
2001-10-25,full,82.32
2001-10-25,rolling20y,83.38
2001-10-26,full,82.2
2001-10-26,rolling20y,83.29
2001-10-29,full,82.55
2001-10-29,rolling20y,83.46
2001-10-30,full,82.9
2001-10-30,rolling20y,83.68
2001-10-31,full,83.17
2001-10-31,rolling20y,83.87
2001-11-01,full,87.99
2001-11-01,rolling20y,89.12
2001-11-02,full,87.9
2001-11-02,rolling20y,89.04
2001-11-05,full,87.55
2001-11-05,rolling20y,88.8
2001-11-06,full,86.72
2001-11-06,rolling20y,88.08
2001-11-07,full,86.68
2001-11-07,rolling20y,88.09
2001-11-08,full,86.69
2001-11-08,rolling20y,88.03
2001-11-09,full,86.54
2001-11-09,rolling20y,87.91
2001-11-12,full,86.58
2001-11-12,rolling20y,87.93
2001-11-13,full,85.64
2001-11-13,rolling20y,87.13
2001-11-14,full,85.39
2001-11-14,rolling20y,86.9
2001-11-15,full,85.32
2001-11-15,rolling20y,86.87
2001-11-16,full,85.44
2001-11-16,rolling20y,86.95
2001-11-19,full,84.74
2001-11-19,rolling20y,86.52
2001-11-20,full,85.16
2001-11-20,rolling20y,86.75
2001-11-21,full,85.57
2001-11-21,rolling20y,87.11
2001-11-22,full,85.57
2001-11-22,rolling20y,87.11
2001-11-23,full,84.72
2001-11-23,rolling20y,86.55
2001-11-26,full,84.16
2001-11-26,rolling20y,86.22
2001-11-27,full,84.54
2001-11-27,rolling20y,86.36
2001-11-28,full,85.63
2001-11-28,rolling20y,87.07
2001-11-29,full,84.84
2001-11-29,rolling20y,86.52
2001-11-30,full,84.57
2001-11-30,rolling20y,86.24
2001-12-03,full,82.8
2001-12-03,rolling20y,83.76
2001-12-04,full,81.77
2001-12-04,rolling20y,83.03
2001-12-05,full,80.09
2001-12-05,rolling20y,81.8
2001-12-06,full,80.19
2001-12-06,rolling20y,81.91
2001-12-07,full,80.8
2001-12-07,rolling20y,82.41
2001-12-10,full,82.07
2001-12-10,rolling20y,83.35
2001-12-11,full,82.21
2001-12-11,rolling20y,83.46
2001-12-12,full,81.96
2001-12-12,rolling20y,83.15
2001-12-13,full,83.0
2001-12-13,rolling20y,83.87
2001-12-14,full,82.61
2001-12-14,rolling20y,83.54
2001-12-17,full,81.86
2001-12-17,rolling20y,83.07
2001-12-18,full,81.44
2001-12-18,rolling20y,82.86
2001-12-19,full,81.06
2001-12-19,rolling20y,82.65
2001-12-20,full,81.78
2001-12-20,rolling20y,83.16
2001-12-21,full,81.67
2001-12-21,rolling20y,83.26
2001-12-24,full,81.79
2001-12-24,rolling20y,83.4
2001-12-25,full,81.79
2001-12-25,rolling20y,83.4
2001-12-26,full,81.45
2001-12-26,rolling20y,83.12
2001-12-27,full,80.8
2001-12-27,rolling20y,82.58
2001-12-28,full,80.5
2001-12-28,rolling20y,82.28
2001-12-31,full,81.35
2001-12-31,rolling20y,83.01
2002-01-01,full,78.14
2002-01-01,rolling20y,80.04
2002-01-02,full,77.57
2002-01-02,rolling20y,79.52
2002-01-03,full,76.83
2002-01-03,rolling20y,78.89
2002-01-04,full,76.3
2002-01-04,rolling20y,78.4
2002-01-07,full,76.93
2002-01-07,rolling20y,78.99
2002-01-08,full,77.24
2002-01-08,rolling20y,79.26
2002-01-09,full,77.71
2002-01-09,rolling20y,79.71
2002-01-10,full,77.58
2002-01-10,rolling20y,79.61
2002-01-11,full,78.36
2002-01-11,rolling20y,80.28
2002-01-14,full,78.8
2002-01-14,rolling20y,80.53
2002-01-15,full,78.22
2002-01-15,rolling20y,80.14
2002-01-16,full,79.59
2002-01-16,rolling20y,81.16
2002-01-17,full,78.91
2002-01-17,rolling20y,80.73
2002-01-18,full,79.62
2002-01-18,rolling20y,81.2
2002-01-21,full,79.62
2002-01-21,rolling20y,81.2
2002-01-22,full,80.16
2002-01-22,rolling20y,81.55
2002-01-23,full,79.59
2002-01-23,rolling20y,81.17
2002-01-24,full,79.36
2002-01-24,rolling20y,81.03
2002-01-25,full,79.37
2002-01-25,rolling20y,81.08
2002-01-28,full,79.39
2002-01-28,rolling20y,81.1
2002-01-29,full,81.38
2002-01-29,rolling20y,82.59
2002-01-30,full,80.6
2002-01-30,rolling20y,81.94
2002-01-31,full,79.53
2002-01-31,rolling20y,81.2
2002-02-01,full,80.51
2002-02-01,rolling20y,81.97
2002-02-04,full,82.08
2002-02-04,rolling20y,83.26
2002-02-05,full,82.33
2002-02-05,rolling20y,83.51
2002-02-06,full,82.63
2002-02-06,rolling20y,83.8
2002-02-07,full,82.77
2002-02-07,rolling20y,83.91
2002-02-08,full,81.88
2002-02-08,rolling20y,83.05
2002-02-11,full,80.79
2002-02-11,rolling20y,82.11
2002-02-12,full,81.01
2002-02-12,rolling20y,82.25
2002-02-13,full,80.34
2002-02-13,rolling20y,81.78
2002-02-14,full,80.41
2002-02-14,rolling20y,81.84
2002-02-15,full,81.13
2002-02-15,rolling20y,82.39
2002-02-18,full,81.13
2002-02-18,rolling20y,82.39
2002-02-19,full,82.23
2002-02-19,rolling20y,83.4
2002-02-20,full,81.49
2002-02-20,rolling20y,82.7
2002-02-21,full,82.39
2002-02-21,rolling20y,83.58
2002-02-22,full,81.82
2002-02-22,rolling20y,83.0
2002-02-25,full,80.63
2002-02-25,rolling20y,82.02
2002-02-26,full,80.65
2002-02-26,rolling20y,82.07
2002-02-27,full,80.59
2002-02-27,rolling20y,82.06
2002-02-28,full,80.71
2002-02-28,rolling20y,82.12
2002-03-01,full,76.96
2002-03-01,rolling20y,79.2
2002-03-04,full,75.2
2002-03-04,rolling20y,77.57
2002-03-05,full,75.73
2002-03-05,rolling20y,78.05
2002-03-06,full,74.27
2002-03-06,rolling20y,76.68
2002-03-07,full,74.45
2002-03-07,rolling20y,76.86
2002-03-08,full,74.0
2002-03-08,rolling20y,76.45
2002-03-11,full,73.61
2002-03-11,rolling20y,76.05
2002-03-12,full,73.83
2002-03-12,rolling20y,76.27
2002-03-13,full,74.75
2002-03-13,rolling20y,77.2
2002-03-14,full,74.69
2002-03-14,rolling20y,77.15
2002-03-15,full,73.49
2002-03-15,rolling20y,75.94
2002-03-18,full,73.58
2002-03-18,rolling20y,76.05
2002-03-19,full,73.03
2002-03-19,rolling20y,75.43
2002-03-20,full,74.57
2002-03-20,rolling20y,77.05
2002-03-21,full,74.4
2002-03-21,rolling20y,76.85
2002-03-22,full,74.82
2002-03-22,rolling20y,77.33
2002-03-25,full,76.11
2002-03-25,rolling20y,78.52
2002-03-26,full,75.57
2002-03-26,rolling20y,78.05
2002-03-27,full,75.12
2002-03-27,rolling20y,77.63
2002-03-28,full,74.86
2002-03-28,rolling20y,77.39
2002-03-29,full,74.88
2002-03-29,rolling20y,77.41
2002-04-01,full,71.3
2002-04-01,rolling20y,73.05
2002-04-02,full,72.0
2002-04-02,rolling20y,73.74
2002-04-03,full,72.78
2002-04-03,rolling20y,74.45
2002-04-04,full,72.68
2002-04-04,rolling20y,74.37
2002-04-05,full,72.82
2002-04-05,rolling20y,74.48
2002-04-08,full,72.69
2002-04-08,rolling20y,74.38
2002-04-09,full,73.14
2002-04-09,rolling20y,74.81
2002-04-10,full,72.11
2002-04-10,rolling20y,73.86
2002-04-11,full,73.91
2002-04-11,rolling20y,75.29
2002-04-12,full,73.47
2002-04-12,rolling20y,75.08
2002-04-15,full,73.97
2002-04-15,rolling20y,75.37
2002-04-16,full,72.0
2002-04-16,rolling20y,73.75
2002-04-17,full,71.94
2002-04-17,rolling20y,73.69
2002-04-18,full,71.97
2002-04-18,rolling20y,73.7
2002-04-19,full,71.91
2002-04-19,rolling20y,73.67
2002-04-22,full,73.13
2002-04-22,rolling20y,74.72
2002-04-23,full,73.5
2002-04-23,rolling20y,74.89
2002-04-24,full,73.94
2002-04-24,rolling20y,75.22
2002-04-25,full,73.73
2002-04-25,rolling20y,74.95
2002-04-26,full,74.64
2002-04-26,rolling20y,75.57
2002-04-29,full,75.21
2002-04-29,rolling20y,76.05
2002-04-30,full,74.57
2002-04-30,rolling20y,75.52
2002-05-01,full,75.24
2002-05-01,rolling20y,76.88
2002-05-02,full,75.5
2002-05-02,rolling20y,77.06
2002-05-03,full,75.89
2002-05-03,rolling20y,77.36
2002-05-06,full,77.03
2002-05-06,rolling20y,78.43
2002-05-07,full,77.25
2002-05-07,rolling20y,78.66
2002-05-08,full,75.14
2002-05-08,rolling20y,76.89
2002-05-09,full,76.04
2002-05-09,rolling20y,77.47
2002-05-10,full,76.82
2002-05-10,rolling20y,78.23
2002-05-13,full,75.6
2002-05-13,rolling20y,77.17
2002-05-14,full,74.33
2002-05-14,rolling20y,76.36
2002-05-15,full,74.44
2002-05-15,rolling20y,76.34
2002-05-16,full,73.87
2002-05-16,rolling20y,76.02
2002-05-17,full,72.42
2002-05-17,rolling20y,75.1
2002-05-20,full,73.29
2002-05-20,rolling20y,75.81
2002-05-21,full,73.6
2002-05-21,rolling20y,76.24
2002-05-22,full,72.72
2002-05-22,rolling20y,75.74
2002-05-23,full,72.16
2002-05-23,rolling20y,75.32
2002-05-24,full,73.1
2002-05-24,rolling20y,75.94
2002-05-27,full,73.1
2002-05-27,rolling20y,75.94
2002-05-28,full,73.19
2002-05-28,rolling20y,76.17
2002-05-29,full,73.58
2002-05-29,rolling20y,76.5
2002-05-30,full,73.14
2002-05-30,rolling20y,76.35
2002-05-31,full,73.12
2002-05-31,rolling20y,76.27
2002-06-03,full,70.4
2002-06-03,rolling20y,72.56
2002-06-04,full,70.3
2002-06-04,rolling20y,72.52
2002-06-05,full,70.12
2002-06-05,rolling20y,72.11
2002-06-06,full,70.84
2002-06-06,rolling20y,72.97
2002-06-07,full,70.95
2002-06-07,rolling20y,73.03
2002-06-10,full,70.92
2002-06-10,rolling20y,72.96
2002-06-11,full,71.69
2002-06-11,rolling20y,73.4
2002-06-12,full,71.27
2002-06-12,rolling20y,73.24
2002-06-13,full,71.77
2002-06-13,rolling20y,73.44
2002-06-14,full,71.85
2002-06-14,rolling20y,73.48
2002-06-17,full,70.52
2002-06-17,rolling20y,72.55
2002-06-18,full,70.13
2002-06-18,rolling20y,72.37
2002-06-19,full,70.64
2002-06-19,rolling20y,72.89
2002-06-20,full,70.84
2002-06-20,rolling20y,72.92
2002-06-21,full,70.98
2002-06-21,rolling20y,73.0
2002-06-24,full,70.61
2002-06-24,rolling20y,72.79
2002-06-25,full,71.33
2002-06-25,rolling20y,73.18
2002-06-26,full,70.88
2002-06-26,rolling20y,72.89
2002-06-27,full,70.18
2002-06-27,rolling20y,72.55
2002-06-28,full,70.35
2002-06-28,rolling20y,72.62
2002-07-01,full,79.55
2002-07-01,rolling20y,83.45
2002-07-02,full,79.98
2002-07-02,rolling20y,83.65
2002-07-03,full,79.97
2002-07-03,rolling20y,83.67
2002-07-04,full,79.97
2002-07-04,rolling20y,83.68
2002-07-05,full,79.46
2002-07-05,rolling20y,83.45
2002-07-08,full,79.24
2002-07-08,rolling20y,83.28
2002-07-09,full,79.34
2002-07-09,rolling20y,83.4
2002-07-10,full,79.96
2002-07-10,rolling20y,83.66
2002-07-11,full,79.65
2002-07-11,rolling20y,83.52
2002-07-12,full,79.92
2002-07-12,rolling20y,83.65
2002-07-15,full,79.41
2002-07-15,rolling20y,83.44
2002-07-16,full,79.47
2002-07-16,rolling20y,83.53
2002-07-17,full,79.64
2002-07-17,rolling20y,83.57
2002-07-18,full,80.05
2002-07-18,rolling20y,83.76
2002-07-19,full,79.6
2002-07-19,rolling20y,83.57
2002-07-22,full,80.32
2002-07-22,rolling20y,83.83
2002-07-23,full,81.16
2002-07-23,rolling20y,84.2
2002-07-24,full,80.81
2002-07-24,rolling20y,84.08
2002-07-25,full,80.73
2002-07-25,rolling20y,84.04
2002-07-26,full,81.26
2002-07-26,rolling20y,84.4
2002-07-29,full,81.01
2002-07-29,rolling20y,84.29
2002-07-30,full,80.77
2002-07-30,rolling20y,84.17
2002-07-31,full,80.87
2002-07-31,rolling20y,84.19
2002-08-01,full,78.13
2002-08-01,rolling20y,81.43
2002-08-02,full,78.21
2002-08-02,rolling20y,81.46
2002-08-05,full,78.54
2002-08-05,rolling20y,81.62
2002-08-06,full,78.84
2002-08-06,rolling20y,81.86
2002-08-07,full,78.44
2002-08-07,rolling20y,81.62
2002-08-08,full,78.25
2002-08-08,rolling20y,81.51
2002-08-09,full,78.03
2002-08-09,rolling20y,81.34
2002-08-12,full,77.89
2002-08-12,rolling20y,81.26
2002-08-13,full,78.03
2002-08-13,rolling20y,81.36
2002-08-14,full,77.14
2002-08-14,rolling20y,80.76
2002-08-15,full,77.09
2002-08-15,rolling20y,80.8
2002-08-16,full,77.1
2002-08-16,rolling20y,80.81
2002-08-19,full,77.1
2002-08-19,rolling20y,80.81
2002-08-20,full,77.34
2002-08-20,rolling20y,80.98
2002-08-21,full,76.94
2002-08-21,rolling20y,80.73
2002-08-22,full,76.86
2002-08-22,rolling20y,80.73
2002-08-23,full,77.29
2002-08-23,rolling20y,80.97
2002-08-26,full,77.11
2002-08-26,rolling20y,80.82
2002-08-27,full,76.96
2002-08-27,rolling20y,80.74
2002-08-28,full,77.25
2002-08-28,rolling20y,80.89
2002-08-29,full,77.17
2002-08-29,rolling20y,80.84
2002-08-30,full,77.3
2002-08-30,rolling20y,80.94
2002-09-02,full,79.55
2002-09-02,rolling20y,83.33
2002-09-03,full,79.48
2002-09-03,rolling20y,83.28
2002-09-04,full,79.51
2002-09-04,rolling20y,83.24
2002-09-05,full,79.76
2002-09-05,rolling20y,83.44
2002-09-06,full,79.65
2002-09-06,rolling20y,83.36
2002-09-09,full,79.69
2002-09-09,rolling20y,83.44
2002-09-10,full,79.84
2002-09-10,rolling20y,83.54
2002-09-11,full,79.99
2002-09-11,rolling20y,83.61
2002-09-12,full,80.29
2002-09-12,rolling20y,83.81
2002-09-13,full,80.29
2002-09-13,rolling20y,83.84
2002-09-16,full,80.32
2002-09-16,rolling20y,83.84
2002-09-17,full,80.63
2002-09-17,rolling20y,84.09
2002-09-18,full,80.46
2002-09-18,rolling20y,83.95
2002-09-19,full,80.54
2002-09-19,rolling20y,84.01
2002-09-20,full,80.59
2002-09-20,rolling20y,84.04
2002-09-23,full,80.86
2002-09-23,rolling20y,84.25
2002-09-24,full,80.93
2002-09-24,rolling20y,84.27
2002-09-25,full,80.71
2002-09-25,rolling20y,84.11
2002-09-26,full,80.61
2002-09-26,rolling20y,84.09
2002-09-27,full,80.83
2002-09-27,rolling20y,84.23
2002-09-30,full,80.67
2002-09-30,rolling20y,84.06
2002-10-01,full,79.35
2002-10-01,rolling20y,82.82
2002-10-02,full,79.59
2002-10-02,rolling20y,82.99
2002-10-03,full,79.59
2002-10-03,rolling20y,82.98
2002-10-04,full,79.84
2002-10-04,rolling20y,83.19
2002-10-07,full,79.98
2002-10-07,rolling20y,83.26
2002-10-08,full,79.95
2002-10-08,rolling20y,83.25
2002-10-09,full,79.91
2002-10-09,rolling20y,83.2
2002-10-10,full,79.75
2002-10-10,rolling20y,83.11
2002-10-11,full,79.51
2002-10-11,rolling20y,82.97
2002-10-14,full,79.41
2002-10-14,rolling20y,82.91
2002-10-15,full,78.91
2002-10-15,rolling20y,82.55
2002-10-16,full,79.14
2002-10-16,rolling20y,82.7
2002-10-17,full,78.94
2002-10-17,rolling20y,82.59
2002-10-18,full,78.92
2002-10-18,rolling20y,82.58
2002-10-21,full,78.48
2002-10-21,rolling20y,82.26
2002-10-22,full,78.61
2002-10-22,rolling20y,82.38
2002-10-23,full,78.42
2002-10-23,rolling20y,82.21
2002-10-24,full,78.7
2002-10-24,rolling20y,82.43
2002-10-25,full,78.28
2002-10-25,rolling20y,82.13
2002-10-28,full,78.17
2002-10-28,rolling20y,81.99
2002-10-29,full,78.21
2002-10-29,rolling20y,82.02
2002-10-30,full,78.14
2002-10-30,rolling20y,81.96
2002-10-31,full,78.05
2002-10-31,rolling20y,81.91
2002-11-01,full,68.84
2002-11-01,rolling20y,72.55
2002-11-04,full,68.66
2002-11-04,rolling20y,72.47
2002-11-05,full,68.19
2002-11-05,rolling20y,72.17
2002-11-06,full,67.89
2002-11-06,rolling20y,72.05
2002-11-07,full,68.19
2002-11-07,rolling20y,72.14
2002-11-08,full,68.26
2002-11-08,rolling20y,72.22
2002-11-11,full,68.72
2002-11-11,rolling20y,72.53
2002-11-12,full,68.69
2002-11-12,rolling20y,72.42
2002-11-13,full,68.85
2002-11-13,rolling20y,72.5
2002-11-14,full,68.22
2002-11-14,rolling20y,72.16
2002-11-15,full,67.93
2002-11-15,rolling20y,72.04
2002-11-18,full,68.47
2002-11-18,rolling20y,72.35
2002-11-19,full,68.44
2002-11-19,rolling20y,72.29
2002-11-20,full,68.06
2002-11-20,rolling20y,72.21
2002-11-21,full,66.86
2002-11-21,rolling20y,71.18
2002-11-22,full,67.07
2002-11-22,rolling20y,71.33
2002-11-25,full,66.85
2002-11-25,rolling20y,71.13
2002-11-26,full,68.05
2002-11-26,rolling20y,72.19
2002-11-27,full,66.45
2002-11-27,rolling20y,70.83
2002-11-28,full,66.45
2002-11-28,rolling20y,70.83
2002-11-29,full,66.4
2002-11-29,rolling20y,70.82
2002-12-02,full,75.14
2002-12-02,rolling20y,81.0
2002-12-03,full,75.89
2002-12-03,rolling20y,81.66
2002-12-04,full,76.01
2002-12-04,rolling20y,81.77
2002-12-05,full,76.68
2002-12-05,rolling20y,82.31
2002-12-06,full,75.96
2002-12-06,rolling20y,81.76
2002-12-09,full,76.76
2002-12-09,rolling20y,82.21
2002-12-10,full,76.3
2002-12-10,rolling20y,81.98
2002-12-11,full,76.06
2002-12-11,rolling20y,81.76
2002-12-12,full,75.89
2002-12-12,rolling20y,81.72
2002-12-13,full,76.13
2002-12-13,rolling20y,81.9
2002-12-16,full,75.07
2002-12-16,rolling20y,81.08
2002-12-17,full,75.15
2002-12-17,rolling20y,81.25
2002-12-18,full,75.74
2002-12-18,rolling20y,81.69
2002-12-19,full,75.96
2002-12-19,rolling20y,81.81
2002-12-20,full,75.22
2002-12-20,rolling20y,81.39
2002-12-23,full,75.3
2002-12-23,rolling20y,81.35
2002-12-24,full,75.04
2002-12-24,rolling20y,81.34
2002-12-25,full,75.04
2002-12-25,rolling20y,81.34
2002-12-26,full,75.0
2002-12-26,rolling20y,81.35
2002-12-27,full,75.6
2002-12-27,rolling20y,81.69
2002-12-30,full,75.12
2002-12-30,rolling20y,81.44
2002-12-31,full,74.98
2002-12-31,rolling20y,81.39
2003-01-01,full,60.29
2003-01-01,rolling20y,65.04
2003-01-02,full,59.06
2003-01-02,rolling20y,63.75
2003-01-03,full,58.58
2003-01-03,rolling20y,63.51
2003-01-06,full,56.26
2003-01-06,rolling20y,61.93
2003-01-07,full,57.12
2003-01-07,rolling20y,62.5
2003-01-08,full,57.87
2003-01-08,rolling20y,63.07
2003-01-09,full,56.16
2003-01-09,rolling20y,61.87
2003-01-10,full,55.71
2003-01-10,rolling20y,61.61
2003-01-13,full,55.56
2003-01-13,rolling20y,61.51
2003-01-14,full,54.76
2003-01-14,rolling20y,60.94
2003-01-15,full,55.68
2003-01-15,rolling20y,61.55
2003-01-16,full,55.95
2003-01-16,rolling20y,61.8
2003-01-17,full,56.51
2003-01-17,rolling20y,62.09
2003-01-20,full,56.51
2003-01-20,rolling20y,62.09
2003-01-21,full,57.51
2003-01-21,rolling20y,62.93
2003-01-22,full,57.79
2003-01-22,rolling20y,63.21
2003-01-23,full,56.64
2003-01-23,rolling20y,62.03
2003-01-24,full,57.71
2003-01-24,rolling20y,62.95
2003-01-27,full,58.33
2003-01-27,rolling20y,63.38
2003-01-28,full,58.18
2003-01-28,rolling20y,63.35
2003-01-29,full,57.34
2003-01-29,rolling20y,62.69
2003-01-30,full,58.76
2003-01-30,rolling20y,63.81
2003-01-31,full,58.6
2003-01-31,rolling20y,63.81
2003-02-03,full,70.55
2003-02-03,rolling20y,78.2
2003-02-04,full,70.29
2003-02-04,rolling20y,77.73
2003-02-05,full,70.62
2003-02-05,rolling20y,78.02
2003-02-06,full,70.94
2003-02-06,rolling20y,78.27
2003-02-07,full,71.45
2003-02-07,rolling20y,78.73
2003-02-10,full,71.82
2003-02-10,rolling20y,79.18
2003-02-11,full,72.0
2003-02-11,rolling20y,79.28
2003-02-12,full,72.37
2003-02-12,rolling20y,79.52
2003-02-13,full,71.55
2003-02-13,rolling20y,78.68
2003-02-14,full,71.12
2003-02-14,rolling20y,78.5
2003-02-17,full,71.12
2003-02-17,rolling20y,78.51
2003-02-18,full,70.33
2003-02-18,rolling20y,77.98
2003-02-19,full,70.48
2003-02-19,rolling20y,78.07
2003-02-20,full,70.2
2003-02-20,rolling20y,77.67
2003-02-21,full,69.87
2003-02-21,rolling20y,77.5
2003-02-24,full,70.2
2003-02-24,rolling20y,77.62
2003-02-25,full,69.79
2003-02-25,rolling20y,77.35
2003-02-26,full,70.15
2003-02-26,rolling20y,77.55
2003-02-27,full,69.94
2003-02-27,rolling20y,77.49
2003-02-28,full,69.62
2003-02-28,rolling20y,77.26
2003-03-03,full,64.82
2003-03-03,rolling20y,72.02
2003-03-04,full,65.0
2003-03-04,rolling20y,72.06
2003-03-05,full,64.13
2003-03-05,rolling20y,71.41
2003-03-06,full,64.24
2003-03-06,rolling20y,71.45
2003-03-07,full,63.68
2003-03-07,rolling20y,71.06
2003-03-10,full,64.32
2003-03-10,rolling20y,71.48
2003-03-11,full,64.81
2003-03-11,rolling20y,71.81
2003-03-12,full,64.68
2003-03-12,rolling20y,71.77
2003-03-13,full,64.32
2003-03-13,rolling20y,71.62
2003-03-14,full,64.74
2003-03-14,rolling20y,72.04
2003-03-17,full,63.07
2003-03-17,rolling20y,70.71
2003-03-18,full,62.65
2003-03-18,rolling20y,70.45
2003-03-19,full,62.3
2003-03-19,rolling20y,70.32
2003-03-20,full,61.88
2003-03-20,rolling20y,69.94
2003-03-21,full,60.61
2003-03-21,rolling20y,68.82
2003-03-24,full,62.71
2003-03-24,rolling20y,70.51
2003-03-25,full,61.43
2003-03-25,rolling20y,69.49
2003-03-26,full,61.57
2003-03-26,rolling20y,69.55
2003-03-27,full,61.41
2003-03-27,rolling20y,69.4
2003-03-28,full,61.66
2003-03-28,rolling20y,69.48
2003-03-31,full,62.17
2003-03-31,rolling20y,69.72
2003-04-01,full,65.78
2003-04-01,rolling20y,73.79
2003-04-02,full,64.41
2003-04-02,rolling20y,72.75
2003-04-03,full,64.87
2003-04-03,rolling20y,73.19
2003-04-04,full,64.73
2003-04-04,rolling20y,73.04
2003-04-07,full,65.42
2003-04-07,rolling20y,73.77
2003-04-08,full,64.7
2003-04-08,rolling20y,73.02
2003-04-09,full,65.73
2003-04-09,rolling20y,73.97
2003-04-10,full,64.46
2003-04-10,rolling20y,72.76
2003-04-11,full,64.88
2003-04-11,rolling20y,73.15
2003-04-14,full,63.13
2003-04-14,rolling20y,71.51
2003-04-15,full,62.37
2003-04-15,rolling20y,70.76
2003-04-16,full,63.26
2003-04-16,rolling20y,71.64
2003-04-17,full,61.5
2003-04-17,rolling20y,69.91
2003-04-18,full,61.66
2003-04-18,rolling20y,70.03
2003-04-21,full,62.13
2003-04-21,rolling20y,70.51
2003-04-22,full,58.58
2003-04-22,rolling20y,66.4
2003-04-23,full,57.67
2003-04-23,rolling20y,65.08
2003-04-24,full,58.35
2003-04-24,rolling20y,66.16
2003-04-25,full,60.24
2003-04-25,rolling20y,68.62
2003-04-28,full,57.99
2003-04-28,rolling20y,65.61
2003-04-29,full,57.36
2003-04-29,rolling20y,64.87
2003-04-30,full,56.29
2003-04-30,rolling20y,64.08
2003-05-01,full,49.64
2003-05-01,rolling20y,57.6
2003-05-02,full,48.07
2003-05-02,rolling20y,55.7
2003-05-05,full,48.01
2003-05-05,rolling20y,55.71
2003-05-06,full,46.63
2003-05-06,rolling20y,54.3
2003-05-07,full,47.15
2003-05-07,rolling20y,54.89
2003-05-08,full,48.1
2003-05-08,rolling20y,56.05
2003-05-09,full,46.24
2003-05-09,rolling20y,53.97
2003-05-12,full,44.59
2003-05-12,rolling20y,52.17
2003-05-13,full,45.14
2003-05-13,rolling20y,52.77
2003-05-14,full,45.25
2003-05-14,rolling20y,52.78
2003-05-15,full,44.38
2003-05-15,rolling20y,51.9
2003-05-16,full,44.4
2003-05-16,rolling20y,51.78
2003-05-19,full,47.26
2003-05-19,rolling20y,54.89
2003-05-20,full,47.23
2003-05-20,rolling20y,54.8
2003-05-21,full,46.84
2003-05-21,rolling20y,54.3
2003-05-22,full,45.95
2003-05-22,rolling20y,53.33
2003-05-23,full,45.75
2003-05-23,rolling20y,53.16
2003-05-26,full,45.75
2003-05-26,rolling20y,53.16
2003-05-27,full,43.4
2003-05-27,rolling20y,50.55
2003-05-28,full,43.72
2003-05-28,rolling20y,51.11
2003-05-29,full,43.84
2003-05-29,rolling20y,51.12
2003-05-30,full,42.45
2003-05-30,rolling20y,49.66
2003-06-02,full,41.6
