date,window,score,regime
2006-01-17,rolling20y,75.72,warm
2006-01-18,full,81.89,frothy
2006-01-18,rolling20y,75.15,warm
2006-01-19,full,82.33,frothy
2006-01-19,rolling20y,75.59,warm
2006-01-20,full,79.42,frothy
2006-01-20,rolling20y,72.69,warm
2006-01-23,full,80.01,frothy
2006-01-23,rolling20y,73.27,warm
2006-01-24,full,80.71,frothy
2006-01-24,rolling20y,73.96,warm
2006-01-25,full,81.21,frothy
2006-01-25,rolling20y,74.46,warm
2006-01-26,full,81.78,frothy
2006-01-26,rolling20y,75.02,warm
2006-01-27,full,82.6,frothy
2006-01-27,rolling20y,75.85,warm
2006-01-30,full,81.93,frothy
2006-01-30,rolling20y,75.18,warm
2006-01-31,full,81.3,frothy
2006-01-31,rolling20y,74.56,warm
2006-02-01,full,82.13,frothy
2006-02-01,rolling20y,75.06,warm
2006-02-02,full,81.1,frothy
2006-02-02,rolling20y,74.04,warm
2006-02-03,full,81.65,frothy
2006-02-03,rolling20y,74.59,warm
2006-02-06,full,81.78,frothy
2006-02-06,rolling20y,74.72,warm
2006-02-07,full,80.89,frothy
2006-02-07,rolling20y,73.83,warm
2006-02-08,full,81.63,frothy
2006-02-08,rolling20y,74.57,warm
2006-02-09,full,81.52,frothy
2006-02-09,rolling20y,74.45,warm
2006-02-10,full,81.87,frothy
2006-02-10,rolling20y,74.81,warm
2006-02-13,full,81.22,frothy
2006-02-13,rolling20y,74.15,warm
2006-02-14,full,82.68,frothy
2006-02-14,rolling20y,75.61,warm
2006-02-15,full,82.72,frothy
2006-02-15,rolling20y,75.66,warm
2006-02-16,full,83.78,bubble_risk
2006-02-16,rolling20y,76.72,frothy
2006-02-17,full,83.24,bubble_risk
2006-02-17,rolling20y,76.18,frothy
2006-02-20,full,83.24,bubble_risk
2006-02-20,rolling20y,76.18,frothy
2006-02-21,full,82.82,frothy
2006-02-21,rolling20y,75.76,warm
2006-02-22,full,83.61,bubble_risk
2006-02-22,rolling20y,76.55,frothy
2006-02-23,full,83.72,bubble_risk
2006-02-23,rolling20y,76.66,frothy
2006-02-24,full,84.46,bubble_risk
2006-02-24,rolling20y,77.4,frothy
2006-02-27,full,84.2,bubble_risk
2006-02-27,rolling20y,77.14,frothy
2006-02-28,full,83.19,bubble_risk
2006-02-28,rolling20y,76.13,frothy
2006-03-01,full,84.15,bubble_risk
2006-03-01,rolling20y,77.21,frothy
2006-03-02,full,83.81,bubble_risk
2006-03-02,rolling20y,76.87,frothy
2006-03-03,full,83.4,bubble_risk
2006-03-03,rolling20y,76.45,frothy
2006-03-06,full,82.13,frothy
2006-03-06,rolling20y,75.17,warm
2006-03-07,full,82.23,frothy
2006-03-07,rolling20y,75.27,warm
2006-03-08,full,82.58,frothy
2006-03-08,rolling20y,75.61,warm
2006-03-09,full,82.13,frothy
2006-03-09,rolling20y,75.15,warm
2006-03-10,full,83.31,bubble_risk
2006-03-10,rolling20y,76.34,frothy
2006-03-13,full,83.76,bubble_risk
2006-03-13,rolling20y,76.77,frothy
2006-03-14,full,84.32,bubble_risk
2006-03-14,rolling20y,77.33,frothy
2006-03-15,full,83.73,bubble_risk
2006-03-15,rolling20y,76.75,frothy
2006-03-16,full,82.82,frothy
2006-03-16,rolling20y,75.86,warm
2006-03-17,full,82.77,frothy
2006-03-17,rolling20y,75.8,warm
2006-03-20,full,83.3,bubble_risk
2006-03-20,rolling20y,76.34,frothy
2006-03-21,full,83.54,bubble_risk
2006-03-21,rolling20y,76.59,frothy
2006-03-22,full,84.19,bubble_risk
2006-03-22,rolling20y,77.25,frothy
2006-03-23,full,84.09,bubble_risk
2006-03-23,rolling20y,77.14,frothy
2006-03-24,full,84.13,bubble_risk
2006-03-24,rolling20y,77.18,frothy
2006-03-27,full,83.71,bubble_risk
2006-03-27,rolling20y,76.75,frothy
2006-03-28,full,83.62,bubble_risk
2006-03-28,rolling20y,76.64,frothy
2006-03-29,full,84.02,bubble_risk
2006-03-29,rolling20y,77.04,frothy
2006-03-30,full,83.3,bubble_risk
2006-03-30,rolling20y,76.29,frothy
2006-03-31,full,83.59,bubble_risk
2006-03-31,rolling20y,76.57,frothy
2006-04-03,full,83.4,bubble_risk
2006-04-03,rolling20y,75.63,warm
2006-04-04,full,83.87,bubble_risk
2006-04-04,rolling20y,76.09,frothy
2006-04-05,full,83.82,bubble_risk
2006-04-05,rolling20y,76.04,frothy
2006-04-06,full,83.31,bubble_risk
2006-04-06,rolling20y,75.5,warm
2006-04-07,full,81.99,frothy
2006-04-07,rolling20y,74.14,warm
2006-04-10,full,82.1,frothy
2006-04-10,rolling20y,74.26,warm
2006-04-11,full,81.02,frothy
2006-04-11,rolling20y,73.22,warm
2006-04-12,full,81.2,frothy
2006-04-12,rolling20y,73.37,warm
2006-04-13,full,81.76,frothy
2006-04-13,rolling20y,73.89,warm
2006-04-14,full,81.76,frothy
2006-04-14,rolling20y,73.89,warm
2006-04-17,full,81.42,frothy
2006-04-17,rolling20y,73.55,warm
2006-04-18,full,83.02,bubble_risk
2006-04-18,rolling20y,75.11,warm
2006-04-19,full,82.97,frothy
2006-04-19,rolling20y,75.02,warm
2006-04-20,full,82.61,frothy
2006-04-20,rolling20y,74.68,warm
2006-04-21,full,82.87,frothy
2006-04-21,rolling20y,74.99,warm
2006-04-24,full,82.93,frothy
2006-04-24,rolling20y,75.07,warm
2006-04-25,full,82.74,frothy
2006-04-25,rolling20y,74.85,warm
2006-04-26,full,82.9,frothy
2006-04-26,rolling20y,74.99,warm
2006-04-27,full,82.48,frothy
2006-04-27,rolling20y,74.53,warm
2006-04-28,full,82.81,frothy
2006-04-28,rolling20y,74.84,warm
2006-05-01,full,81.35,frothy
2006-05-01,rolling20y,72.46,warm
2006-05-02,full,82.32,frothy
2006-05-02,rolling20y,73.44,warm
2006-05-03,full,82.26,frothy
2006-05-03,rolling20y,73.36,warm
2006-05-04,full,82.48,frothy
2006-05-04,rolling20y,73.59,warm
2006-05-05,full,82.98,frothy
2006-05-05,rolling20y,74.12,warm
2006-05-08,full,82.61,frothy
2006-05-08,rolling20y,73.78,warm
2006-05-09,full,82.59,frothy
2006-05-09,rolling20y,73.76,warm
2006-05-10,full,83.05,bubble_risk
2006-05-10,rolling20y,74.25,warm
2006-05-11,full,81.64,frothy
2006-05-11,rolling20y,72.79,warm
2006-05-12,full,79.44,frothy
2006-05-12,rolling20y,70.56,warm
2006-05-15,full,80.12,frothy
2006-05-15,rolling20y,71.27,warm
2006-05-16,full,80.34,frothy
2006-05-16,rolling20y,71.51,warm
2006-05-17,full,77.03,frothy
2006-05-17,rolling20y,68.14,warm
2006-05-18,full,76.44,frothy
2006-05-18,rolling20y,67.61,warm
2006-05-19,full,76.5,frothy
2006-05-19,rolling20y,67.73,warm
2006-05-22,full,75.96,warm
2006-05-22,rolling20y,67.19,warm
2006-05-23,full,75.58,warm
2006-05-23,rolling20y,66.8,warm
2006-05-24,full,76.16,frothy
2006-05-24,rolling20y,67.39,warm
2006-05-25,full,78.22,frothy
2006-05-25,rolling20y,69.44,warm
2006-05-26,full,79.52,frothy
2006-05-26,rolling20y,70.74,warm
2006-05-29,full,79.52,frothy
2006-05-29,rolling20y,70.74,warm
2006-05-30,full,75.05,warm
2006-05-30,rolling20y,66.26,warm
2006-05-31,full,77.25,frothy
2006-05-31,rolling20y,68.48,warm
2006-06-01,full,79.34,frothy
2006-06-01,rolling20y,69.86,warm
2006-06-02,full,79.54,frothy
2006-06-02,rolling20y,70.07,warm
2006-06-05,full,77.15,frothy
2006-06-05,rolling20y,67.72,warm
2006-06-06,full,76.62,frothy
2006-06-06,rolling20y,67.21,warm
2006-06-07,full,76.08,frothy
2006-06-07,rolling20y,66.67,warm
2006-06-08,full,75.77,warm
2006-06-08,rolling20y,66.38,warm
2006-06-09,full,76.03,frothy
2006-06-09,rolling20y,66.64,warm
2006-06-12,full,73.54,warm
2006-06-12,rolling20y,64.16,warm
2006-06-13,full,71.28,warm
2006-06-13,rolling20y,61.9,cool
2006-06-14,full,72.93,warm
2006-06-14,rolling20y,63.53,cool
2006-06-15,full,78.08,frothy
2006-06-15,rolling20y,68.66,warm
2006-06-16,full,76.49,frothy
2006-06-16,rolling20y,67.07,warm
2006-06-19,full,76.05,frothy
2006-06-19,rolling20y,66.64,warm
2006-06-20,full,77.1,frothy
2006-06-20,rolling20y,67.68,warm
2006-06-21,full,78.35,frothy
2006-06-21,rolling20y,68.93,warm
2006-06-22,full,77.85,frothy
2006-06-22,rolling20y,68.41,warm
2006-06-23,full,77.9,frothy
2006-06-23,rolling20y,68.48,warm
2006-06-26,full,78.15,frothy
2006-06-26,rolling20y,68.72,warm
2006-06-27,full,77.26,frothy
2006-06-27,rolling20y,67.85,warm
2006-06-28,full,77.99,frothy
2006-06-28,rolling20y,68.56,warm
2006-06-29,full,80.88,frothy
2006-06-29,rolling20y,71.44,warm
2006-06-30,full,81.12,frothy
2006-06-30,rolling20y,71.71,warm
2006-07-03,full,80.65,frothy
2006-07-03,rolling20y,71.73,warm
2006-07-04,full,80.65,frothy
2006-07-04,rolling20y,71.73,warm
2006-07-05,full,79.35,frothy
2006-07-05,rolling20y,70.4,warm
2006-07-06,full,80.01,frothy
2006-07-06,rolling20y,71.07,warm
2006-07-07,full,79.77,frothy
2006-07-07,rolling20y,70.84,warm
2006-07-10,full,79.77,frothy
2006-07-10,rolling20y,70.86,warm
2006-07-11,full,80.76,frothy
2006-07-11,rolling20y,71.85,warm
2006-07-12,full,79.43,frothy
2006-07-12,rolling20y,70.53,warm
2006-07-13,full,75.85,warm
2006-07-13,rolling20y,66.94,warm
2006-07-14,full,75.3,warm
2006-07-14,rolling20y,66.38,warm
2006-07-17,full,75.02,warm
2006-07-17,rolling20y,66.12,warm
2006-07-18,full,75.76,warm
2006-07-18,rolling20y,66.85,warm
2006-07-19,full,78.08,frothy
2006-07-19,rolling20y,69.18,warm
2006-07-20,full,77.29,frothy
2006-07-20,rolling20y,68.38,warm
2006-07-21,full,75.95,warm
2006-07-21,rolling20y,67.04,warm
2006-07-24,full,78.59,frothy
2006-07-24,rolling20y,69.69,warm
2006-07-25,full,78.84,frothy
2006-07-25,rolling20y,69.94,warm
2006-07-26,full,79.06,frothy
2006-07-26,rolling20y,70.14,warm
2006-07-27,full,78.89,frothy
2006-07-27,rolling20y,69.96,warm
2006-07-28,full,79.43,frothy
2006-07-28,rolling20y,70.5,warm
2006-07-31,full,78.62,frothy
2006-07-31,rolling20y,69.69,warm
2006-08-01,full,78.68,frothy
2006-08-01,rolling20y,70.26,warm
2006-08-02,full,79.56,frothy
2006-08-02,rolling20y,71.15,warm
2006-08-03,full,79.57,frothy
2006-08-03,rolling20y,71.18,warm
2006-08-04,full,79.56,frothy
2006-08-04,rolling20y,71.15,warm
2006-08-07,full,78.83,frothy
2006-08-07,rolling20y,70.45,warm
2006-08-08,full,78.43,frothy
2006-08-08,rolling20y,70.01,warm
2006-08-09,full,78.22,frothy
2006-08-09,rolling20y,69.8,warm
2006-08-10,full,79.07,frothy
2006-08-10,rolling20y,70.65,warm
2006-08-11,full,79.26,frothy
2006-08-11,rolling20y,70.83,warm
2006-08-14,full,79.62,frothy
2006-08-14,rolling20y,71.21,warm
2006-08-15,full,80.39,frothy
2006-08-15,rolling20y,71.98,warm
2006-08-16,full,81.63,frothy
2006-08-16,rolling20y,73.21,warm
2006-08-17,full,81.94,frothy
2006-08-17,rolling20y,73.53,warm
2006-08-18,full,82.83,frothy
2006-08-18,rolling20y,74.44,warm
2006-08-21,full,81.91,frothy
2006-08-21,rolling20y,73.51,warm
2006-08-22,full,82.07,frothy
2006-08-22,rolling20y,73.68,warm
2006-08-23,full,81.65,frothy
2006-08-23,rolling20y,73.26,warm
2006-08-24,full,81.69,frothy
2006-08-24,rolling20y,73.29,warm
2006-08-25,full,81.71,frothy
2006-08-25,rolling20y,73.32,warm
2006-08-28,full,81.99,frothy
2006-08-28,rolling20y,73.59,warm
2006-08-29,full,81.73,frothy
2006-08-29,rolling20y,73.33,warm
2006-08-30,full,81.83,frothy
2006-08-30,rolling20y,73.43,warm
2006-08-31,full,81.73,frothy
2006-08-31,rolling20y,73.33,warm
2006-09-01,full,82.35,frothy
2006-09-01,rolling20y,74.28,warm
2006-09-04,full,82.35,frothy
2006-09-04,rolling20y,74.28,warm
2006-09-05,full,81.23,frothy
2006-09-05,rolling20y,73.15,warm
2006-09-06,full,79.86,frothy
2006-09-06,rolling20y,71.78,warm
2006-09-07,full,79.79,frothy
2006-09-07,rolling20y,71.7,warm
2006-09-08,full,80.61,frothy
2006-09-08,rolling20y,72.51,warm
2006-09-11,full,80.82,frothy
2006-09-11,rolling20y,72.73,warm
2006-09-12,full,82.58,frothy
2006-09-12,rolling20y,74.5,warm
2006-09-13,full,83.6,bubble_risk
2006-09-13,rolling20y,75.51,warm
2006-09-14,full,83.16,bubble_risk
2006-09-14,rolling20y,75.08,warm
2006-09-15,full,82.97,frothy
2006-09-15,rolling20y,74.9,warm
2006-09-18,full,83.02,bubble_risk
2006-09-18,rolling20y,74.95,warm
2006-09-19,full,82.65,frothy
2006-09-19,rolling20y,74.59,warm
2006-09-20,full,83.56,bubble_risk
2006-09-20,rolling20y,75.5,warm
2006-09-21,full,82.05,frothy
2006-09-21,rolling20y,73.98,warm
2006-09-22,full,81.45,frothy
2006-09-22,rolling20y,73.39,warm
2006-09-25,full,82.21,frothy
2006-09-25,rolling20y,74.15,warm
2006-09-26,full,83.19,bubble_risk
2006-09-26,rolling20y,75.13,warm
2006-09-27,full,83.07,bubble_risk
2006-09-27,rolling20y,75.0,warm
2006-09-28,full,82.64,frothy
2006-09-28,rolling20y,74.56,warm
2006-09-29,full,82.39,frothy
2006-09-29,rolling20y,74.31,warm
2006-10-02,full,80.81,frothy
2006-10-02,rolling20y,75.33,warm
2006-10-03,full,81.46,frothy
2006-10-03,rolling20y,75.99,warm
2006-10-04,full,81.88,frothy
2006-10-04,rolling20y,76.39,frothy
2006-10-05,full,81.72,frothy
2006-10-05,rolling20y,76.24,frothy
2006-10-06,full,82.41,frothy
2006-10-06,rolling20y,76.92,frothy
2006-10-09,full,82.18,frothy
2006-10-09,rolling20y,76.69,frothy
2006-10-10,full,82.6,frothy
2006-10-10,rolling20y,77.12,frothy
2006-10-11,full,82.34,frothy
2006-10-11,rolling20y,76.86,frothy
2006-10-12,full,83.24,bubble_risk
2006-10-12,rolling20y,77.76,frothy
2006-10-13,full,83.28,bubble_risk
2006-10-13,rolling20y,77.8,frothy
2006-10-16,full,83.25,bubble_risk
2006-10-16,rolling20y,77.77,frothy
2006-10-17,full,82.32,frothy
2006-10-17,rolling20y,76.84,frothy
2006-10-18,full,83.07,bubble_risk
2006-10-18,rolling20y,77.61,frothy
2006-10-19,full,83.45,bubble_risk
2006-10-19,rolling20y,77.98,frothy
2006-10-20,full,83.69,bubble_risk
2006-10-20,rolling20y,78.22,frothy
2006-10-23,full,83.77,bubble_risk
2006-10-23,rolling20y,78.31,frothy
2006-10-24,full,84.0,bubble_risk
2006-10-24,rolling20y,78.55,frothy
2006-10-25,full,84.02,bubble_risk
2006-10-25,rolling20y,78.57,frothy
2006-10-26,full,84.11,bubble_risk
2006-10-26,rolling20y,78.66,frothy
2006-10-27,full,84.02,bubble_risk
2006-10-27,rolling20y,78.57,frothy
2006-10-30,full,83.82,bubble_risk
2006-10-30,rolling20y,78.38,frothy
2006-10-31,full,83.96,bubble_risk
2006-10-31,rolling20y,78.52,frothy
2006-11-01,full,83.33,bubble_risk
2006-11-01,rolling20y,78.02,frothy
2006-11-02,full,83.42,bubble_risk
2006-11-02,rolling20y,78.1,frothy
2006-11-03,full,84.02,bubble_risk
2006-11-03,rolling20y,78.71,frothy
2006-11-06,full,84.03,bubble_risk
2006-11-06,rolling20y,78.73,frothy
2006-11-07,full,84.1,bubble_risk
2006-11-07,rolling20y,78.79,frothy
2006-11-08,full,84.32,bubble_risk
2006-11-08,rolling20y,79.02,frothy
2006-11-09,full,84.08,bubble_risk
2006-11-09,rolling20y,78.78,frothy
2006-11-10,full,84.27,bubble_risk
2006-11-10,rolling20y,78.97,frothy
2006-11-13,full,84.29,bubble_risk
2006-11-13,rolling20y,78.99,frothy
2006-11-14,full,84.43,bubble_risk
2006-11-14,rolling20y,79.13,frothy
2006-11-15,full,84.47,bubble_risk
2006-11-15,rolling20y,79.16,frothy
2006-11-16,full,84.56,bubble_risk
2006-11-16,rolling20y,79.25,frothy
2006-11-17,full,84.46,bubble_risk
2006-11-17,rolling20y,79.16,frothy
2006-11-20,full,84.48,bubble_risk
2006-11-20,rolling20y,79.18,frothy
2006-11-21,full,84.51,bubble_risk
2006-11-21,rolling20y,79.21,frothy
2006-11-22,full,84.48,bubble_risk
2006-11-22,rolling20y,79.18,frothy
2006-11-23,full,84.48,bubble_risk
2006-11-23,rolling20y,79.18,frothy
2006-11-24,full,84.39,bubble_risk
2006-11-24,rolling20y,79.09,frothy
2006-11-27,full,82.29,frothy
2006-11-27,rolling20y,76.99,frothy
2006-11-28,full,83.28,bubble_risk
2006-11-28,rolling20y,77.97,frothy
2006-11-29,full,84.2,bubble_risk
2006-11-29,rolling20y,78.89,frothy
2006-11-30,full,84.04,bubble_risk
2006-11-30,rolling20y,78.73,frothy
2006-12-01,full,83.14,bubble_risk
2006-12-01,rolling20y,77.99,frothy
2006-12-04,full,83.71,bubble_risk
2006-12-04,rolling20y,78.56,frothy
2006-12-05,full,83.7,bubble_risk
2006-12-05,rolling20y,78.54,frothy
2006-12-06,full,83.68,bubble_risk
2006-12-06,rolling20y,78.53,frothy
2006-12-07,full,81.64,frothy
2006-12-07,rolling20y,76.49,frothy
2006-12-08,full,82.65,frothy
2006-12-08,rolling20y,77.5,frothy
2006-12-11,full,84.34,bubble_risk
2006-12-11,rolling20y,79.19,frothy
2006-12-12,full,84.24,bubble_risk
2006-12-12,rolling20y,79.08,frothy
2006-12-13,full,84.38,bubble_risk
2006-12-13,rolling20y,79.22,frothy
2006-12-14,full,84.26,bubble_risk
2006-12-14,rolling20y,79.09,frothy
2006-12-15,full,84.23,bubble_risk
2006-12-15,rolling20y,79.06,frothy
2006-12-18,full,84.21,bubble_risk
2006-12-18,rolling20y,79.04,frothy
2006-12-19,full,84.07,bubble_risk
2006-12-19,rolling20y,78.9,frothy
2006-12-20,full,84.08,bubble_risk
2006-12-20,rolling20y,78.91,frothy
2006-12-21,full,83.93,bubble_risk
2006-12-21,rolling20y,78.75,frothy
2006-12-22,full,83.31,bubble_risk
2006-12-22,rolling20y,78.13,frothy
2006-12-25,full,83.31,bubble_risk
2006-12-25,rolling20y,78.13,frothy
2006-12-26,full,83.58,bubble_risk
2006-12-26,rolling20y,78.41,frothy
2006-12-27,full,84.06,bubble_risk
2006-12-27,rolling20y,78.88,frothy
2006-12-28,full,83.97,bubble_risk
2006-12-28,rolling20y,78.79,frothy
2006-12-29,full,83.31,bubble_risk
2006-12-29,rolling20y,78.14,frothy
2007-01-01,full,83.44,bubble_risk
2007-01-01,rolling20y,78.52,frothy
2007-01-02,full,83.5,bubble_risk
2007-01-02,rolling20y,78.59,frothy
2007-01-03,full,82.82,frothy
2007-01-03,rolling20y,77.92,frothy
2007-01-04,full,83.63,bubble_risk
2007-01-04,rolling20y,78.72,frothy
2007-01-05,full,82.77,frothy
2007-01-05,rolling20y,77.87,frothy
2007-01-08,full,83.06,bubble_risk
2007-01-08,rolling20y,78.16,frothy
2007-01-09,full,83.22,bubble_risk
2007-01-09,rolling20y,78.33,frothy
2007-01-10,full,83.89,bubble_risk
2007-01-10,rolling20y,78.99,frothy
2007-01-11,full,84.54,bubble_risk
2007-01-11,rolling20y,79.64,frothy
2007-01-12,full,84.73,bubble_risk
2007-01-12,rolling20y,79.82,frothy
2007-01-15,full,84.73,bubble_risk
2007-01-15,rolling20y,79.82,frothy
2007-01-16,full,84.59,bubble_risk
2007-01-16,rolling20y,79.68,frothy
2007-01-17,full,84.73,bubble_risk
2007-01-17,rolling20y,79.82,frothy
2007-01-18,full,84.63,bubble_risk
2007-01-18,rolling20y,79.74,frothy
2007-01-19,full,84.88,bubble_risk
2007-01-19,rolling20y,79.98,frothy
2007-01-22,full,84.75,bubble_risk
2007-01-22,rolling20y,79.85,frothy
2007-01-23,full,84.84,bubble_risk
2007-01-23,rolling20y,79.93,frothy
2007-01-24,full,84.88,bubble_risk
2007-01-24,rolling20y,79.97,frothy
2007-01-25,full,84.26,bubble_risk
2007-01-25,rolling20y,79.34,frothy
2007-01-26,full,84.37,bubble_risk
2007-01-26,rolling20y,79.45,frothy
2007-01-29,full,83.97,bubble_risk
2007-01-29,rolling20y,79.04,frothy
2007-01-30,full,84.49,bubble_risk
2007-01-30,rolling20y,79.57,frothy
2007-01-31,full,84.73,bubble_risk
2007-01-31,rolling20y,79.81,frothy
2007-02-01,full,84.77,bubble_risk
2007-02-01,rolling20y,79.85,frothy
2007-02-02,full,84.8,bubble_risk
2007-02-02,rolling20y,79.88,frothy
2007-02-05,full,84.71,bubble_risk
2007-02-05,rolling20y,79.8,frothy
2007-02-06,full,84.81,bubble_risk
2007-02-06,rolling20y,79.91,frothy
2007-02-07,full,84.84,bubble_risk
2007-02-07,rolling20y,79.94,frothy
2007-02-08,full,84.92,bubble_risk
2007-02-08,rolling20y,80.03,frothy
2007-02-09,full,84.59,bubble_risk
2007-02-09,rolling20y,79.69,frothy
2007-02-12,full,83.86,bubble_risk
2007-02-12,rolling20y,78.97,frothy
2007-02-13,full,84.97,bubble_risk
2007-02-13,rolling20y,80.07,frothy
2007-02-14,full,84.95,bubble_risk
2007-02-14,rolling20y,80.05,frothy
2007-02-15,full,84.89,bubble_risk
2007-02-15,rolling20y,79.99,frothy
2007-02-16,full,85.02,bubble_risk
2007-02-16,rolling20y,80.13,frothy
2007-02-19,full,85.02,bubble_risk
2007-02-19,rolling20y,80.13,frothy
2007-02-20,full,84.97,bubble_risk
2007-02-20,rolling20y,80.08,frothy
2007-02-21,full,85.06,bubble_risk
2007-02-21,rolling20y,80.17,frothy
2007-02-22,full,85.07,bubble_risk
2007-02-22,rolling20y,80.18,frothy
2007-02-23,full,85.05,bubble_risk
2007-02-23,rolling20y,80.17,frothy
2007-02-26,full,84.57,bubble_risk
2007-02-26,rolling20y,79.69,frothy
2007-02-27,full,75.9,warm
2007-02-27,rolling20y,70.98,warm
2007-02-28,full,78.74,frothy
2007-02-28,rolling20y,73.82,warm
2007-03-01,full,77.87,frothy
2007-03-01,rolling20y,71.62,warm
2007-03-02,full,74.97,warm
2007-03-02,rolling20y,68.71,warm
2007-03-05,full,73.69,warm
2007-03-05,rolling20y,67.38,warm
2007-03-06,full,77.41,frothy
2007-03-06,rolling20y,71.15,warm
2007-03-07,full,78.1,frothy
2007-03-07,rolling20y,71.83,warm
2007-03-08,full,79.03,frothy
2007-03-08,rolling20y,72.76,warm
2007-03-09,full,79.42,frothy
2007-03-09,rolling20y,73.16,warm
2007-03-12,full,79.51,frothy
2007-03-12,rolling20y,73.24,warm
2007-03-13,full,74.72,warm
2007-03-13,rolling20y,68.4,warm
2007-03-14,full,75.2,warm
2007-03-14,rolling20y,68.86,warm
2007-03-15,full,76.31,frothy
2007-03-15,rolling20y,69.99,warm
2007-03-16,full,75.86,warm
2007-03-16,rolling20y,69.54,warm
2007-03-19,full,78.29,frothy
2007-03-19,rolling20y,71.96,warm
2007-03-20,full,79.61,frothy
2007-03-20,rolling20y,73.3,warm
2007-03-21,full,80.82,frothy
2007-03-21,rolling20y,74.45,warm
2007-03-22,full,79.59,frothy
2007-03-22,rolling20y,73.2,warm
2007-03-23,full,79.57,frothy
2007-03-23,rolling20y,73.18,warm
2007-03-26,full,79.25,frothy
2007-03-26,rolling20y,72.84,warm
2007-03-27,full,78.78,frothy
2007-03-27,rolling20y,72.38,warm
2007-03-28,full,76.9,frothy
2007-03-28,rolling20y,70.43,warm
2007-03-29,full,77.09,frothy
2007-03-29,rolling20y,70.66,warm
2007-03-30,full,77.53,frothy
2007-03-30,rolling20y,71.08,warm
2007-04-02,full,78.92,frothy
2007-04-02,rolling20y,74.29,warm
2007-04-03,full,80.09,frothy
2007-04-03,rolling20y,75.47,warm
2007-04-04,full,80.26,frothy
2007-04-04,rolling20y,75.63,warm
2007-04-05,full,80.25,frothy
2007-04-05,rolling20y,75.62,warm
2007-04-06,full,80.54,frothy
2007-04-06,rolling20y,75.95,warm
2007-04-09,full,80.56,frothy
2007-04-09,rolling20y,75.94,warm
2007-04-10,full,81.15,frothy
2007-04-10,rolling20y,76.54,frothy
2007-04-11,full,80.22,frothy
2007-04-11,rolling20y,75.62,warm
2007-04-12,full,81.21,frothy
2007-04-12,rolling20y,76.61,frothy
2007-04-13,full,82.09,frothy
2007-04-13,rolling20y,77.5,frothy
2007-04-16,full,82.68,frothy
2007-04-16,rolling20y,78.09,frothy
2007-04-17,full,82.44,frothy
2007-04-17,rolling20y,77.86,frothy
2007-04-18,full,82.04,frothy
2007-04-18,rolling20y,77.46,frothy
2007-04-19,full,81.8,frothy
2007-04-19,rolling20y,77.19,frothy
2007-04-20,full,82.45,frothy
2007-04-20,rolling20y,77.84,frothy
2007-04-23,full,81.04,frothy
2007-04-23,rolling20y,76.43,frothy
2007-04-24,full,80.95,frothy
2007-04-24,rolling20y,76.34,frothy
2007-04-25,full,80.82,frothy
2007-04-25,rolling20y,76.21,frothy
2007-04-26,full,81.25,frothy
2007-04-26,rolling20y,76.64,frothy
2007-04-27,full,81.76,frothy
2007-04-27,rolling20y,77.13,frothy
2007-04-30,full,79.73,frothy
2007-04-30,rolling20y,75.11,warm
2007-05-01,full,80.41,frothy
2007-05-01,rolling20y,76.01,frothy
2007-05-02,full,81.12,frothy
2007-05-02,rolling20y,76.74,frothy
2007-05-03,full,81.31,frothy
2007-05-03,rolling20y,76.96,frothy
2007-05-04,full,81.56,frothy
2007-05-04,rolling20y,77.2,frothy
2007-05-07,full,81.26,frothy
2007-05-07,rolling20y,76.92,frothy
2007-05-08,full,81.03,frothy
2007-05-08,rolling20y,76.69,frothy
2007-05-09,full,81.56,frothy
2007-05-09,rolling20y,77.22,frothy
2007-05-10,full,80.51,frothy
2007-05-10,rolling20y,76.16,frothy
2007-05-11,full,81.34,frothy
2007-05-11,rolling20y,76.98,frothy
2007-05-14,full,80.2,frothy
2007-05-14,rolling20y,75.83,warm
2007-05-15,full,80.11,frothy
2007-05-15,rolling20y,75.73,warm
2007-05-16,full,80.59,frothy
2007-05-16,rolling20y,76.18,frothy
2007-05-17,full,80.58,frothy
2007-05-17,rolling20y,76.18,frothy
2007-05-18,full,81.61,frothy
2007-05-18,rolling20y,77.19,frothy
2007-05-21,full,80.97,frothy
2007-05-21,rolling20y,76.58,frothy
2007-05-22,full,81.26,frothy
2007-05-22,rolling20y,76.85,frothy
2007-05-23,full,80.92,frothy
2007-05-23,rolling20y,76.5,frothy
2007-05-24,full,79.99,frothy
2007-05-24,rolling20y,75.57,warm
2007-05-25,full,80.83,frothy
2007-05-25,rolling20y,76.4,frothy
2007-05-28,full,80.83,frothy
2007-05-28,rolling20y,76.4,frothy
2007-05-29,full,80.58,frothy
2007-05-29,rolling20y,76.16,frothy
2007-05-30,full,81.58,frothy
2007-05-30,rolling20y,77.16,frothy
2007-05-31,full,81.21,frothy
2007-05-31,rolling20y,76.77,frothy
2007-06-01,full,81.46,frothy
2007-06-01,rolling20y,76.94,frothy
2007-06-04,full,80.97,frothy
2007-06-04,rolling20y,76.48,frothy
2007-06-05,full,80.48,frothy
2007-06-05,rolling20y,75.95,warm
2007-06-06,full,78.96,frothy
2007-06-06,rolling20y,74.41,warm
2007-06-07,full,76.16,frothy
2007-06-07,rolling20y,71.47,warm
2007-06-08,full,78.31,frothy
2007-06-08,rolling20y,73.56,warm
