date,window,pillar,score
2015-07-28,full,sentiment,79.54
2015-07-28,full,valuation,80.12
2015-07-28,rolling20y,leverage,49.17
2015-07-28,rolling20y,liquidity,35.63
2015-07-28,rolling20y,macro,88.87
2015-07-28,rolling20y,sentiment,83.3
2015-07-28,rolling20y,valuation,63.89
2015-07-29,full,leverage,57.37
2015-07-29,full,liquidity,33.82
2015-07-29,full,macro,87.76
2015-07-29,full,sentiment,87.29
2015-07-29,full,valuation,80.12
2015-07-29,rolling20y,leverage,49.3
2015-07-29,rolling20y,liquidity,34.97
2015-07-29,rolling20y,macro,87.76
2015-07-29,rolling20y,sentiment,90.14
2015-07-29,rolling20y,valuation,63.89
2015-07-30,full,leverage,57.56
2015-07-30,full,liquidity,34.04
2015-07-30,full,macro,87.52
2015-07-30,full,sentiment,90.55
2015-07-30,full,valuation,80.12
2015-07-30,rolling20y,leverage,49.53
2015-07-30,rolling20y,liquidity,35.15
2015-07-30,rolling20y,macro,87.52
2015-07-30,rolling20y,sentiment,92.77
2015-07-30,rolling20y,valuation,63.89
2015-07-31,full,leverage,57.04
2015-07-31,full,liquidity,34.58
2015-07-31,full,macro,86.11
2015-07-31,full,sentiment,90.63
2015-07-31,full,valuation,80.12
2015-07-31,rolling20y,leverage,48.88
2015-07-31,rolling20y,liquidity,35.69
2015-07-31,rolling20y,macro,86.11
2015-07-31,rolling20y,sentiment,92.85
2015-07-31,rolling20y,valuation,63.89
2015-08-03,full,leverage,56.69
2015-08-03,full,liquidity,35.45
2015-08-03,full,macro,86.63
2015-08-03,full,sentiment,86.81
2015-08-03,full,valuation,76.44
2015-08-03,rolling20y,leverage,48.57
2015-08-03,rolling20y,liquidity,36.56
2015-08-03,rolling20y,macro,86.63
2015-08-03,rolling20y,sentiment,89.76
2015-08-03,rolling20y,valuation,57.63
2015-08-04,full,leverage,57.06
2015-08-04,full,liquidity,35.06
2015-08-04,full,macro,85.7
2015-08-04,full,sentiment,83.19
2015-08-04,full,valuation,76.44
2015-08-04,rolling20y,leverage,49.04
2015-08-04,rolling20y,liquidity,36.16
2015-08-04,rolling20y,macro,85.7
2015-08-04,rolling20y,sentiment,86.68
2015-08-04,rolling20y,valuation,57.63
2015-08-05,full,leverage,56.88
2015-08-05,full,liquidity,34.5
2015-08-05,full,macro,85.46
2015-08-05,full,sentiment,87.21
2015-08-05,full,valuation,76.44
2015-08-05,rolling20y,leverage,48.8
2015-08-05,rolling20y,liquidity,35.69
2015-08-05,rolling20y,macro,85.46
2015-08-05,rolling20y,sentiment,90.08
2015-08-05,rolling20y,valuation,57.63
2015-08-06,full,leverage,56.69
2015-08-06,full,liquidity,34.69
2015-08-06,full,macro,83.94
2015-08-06,full,sentiment,77.21
2015-08-06,full,valuation,76.44
2015-08-06,rolling20y,leverage,48.57
2015-08-06,rolling20y,liquidity,35.86
2015-08-06,rolling20y,macro,83.94
2015-08-06,rolling20y,sentiment,81.37
2015-08-06,rolling20y,valuation,57.63
2015-08-07,full,leverage,56.78
2015-08-07,full,liquidity,35.53
2015-08-07,full,macro,83.64
2015-08-07,full,sentiment,79.94
2015-08-07,full,valuation,76.44
2015-08-07,rolling20y,leverage,48.68
2015-08-07,rolling20y,liquidity,36.64
2015-08-07,rolling20y,macro,83.64
2015-08-07,rolling20y,sentiment,83.75
2015-08-07,rolling20y,valuation,57.63
2015-08-10,full,leverage,56.61
2015-08-10,full,liquidity,35.1
2015-08-10,full,macro,81.92
2015-08-10,full,sentiment,89.68
2015-08-10,full,valuation,76.44
2015-08-10,rolling20y,leverage,48.47
2015-08-10,rolling20y,liquidity,36.27
2015-08-10,rolling20y,macro,81.92
2015-08-10,rolling20y,sentiment,92.12
2015-08-10,rolling20y,valuation,57.63
2015-08-11,full,leverage,56.54
2015-08-11,full,liquidity,35.69
2015-08-11,full,macro,80.85
2015-08-11,full,sentiment,77.61
2015-08-11,full,valuation,76.44
2015-08-11,rolling20y,leverage,48.38
2015-08-11,rolling20y,liquidity,36.82
2015-08-11,rolling20y,macro,80.85
2015-08-11,rolling20y,sentiment,81.72
2015-08-11,rolling20y,valuation,57.63
2015-08-12,full,leverage,56.31
2015-08-12,full,liquidity,35.8
2015-08-12,full,macro,80.34
2015-08-12,full,sentiment,78.23
2015-08-12,full,valuation,76.44
2015-08-12,rolling20y,leverage,48.08
2015-08-12,rolling20y,liquidity,36.94
2015-08-12,rolling20y,macro,80.34
2015-08-12,rolling20y,sentiment,82.24
2015-08-12,rolling20y,valuation,57.63
2015-08-13,full,leverage,56.24
2015-08-13,full,liquidity,35.61
2015-08-13,full,macro,80.66
2015-08-13,full,sentiment,79.11
2015-08-13,full,valuation,76.44
2015-08-13,rolling20y,leverage,47.99
2015-08-13,rolling20y,liquidity,36.74
2015-08-13,rolling20y,macro,80.66
2015-08-13,rolling20y,sentiment,83.03
2015-08-13,rolling20y,valuation,57.63
2015-08-14,full,leverage,56.31
2015-08-14,full,liquidity,35.53
2015-08-14,full,macro,80.25
2015-08-14,full,sentiment,84.6
2015-08-14,full,valuation,76.44
2015-08-14,rolling20y,leverage,48.08
2015-08-14,rolling20y,liquidity,36.67
2015-08-14,rolling20y,macro,80.25
2015-08-14,rolling20y,sentiment,87.93
2015-08-14,rolling20y,valuation,57.63
2015-08-17,full,leverage,56.31
2015-08-17,full,liquidity,35.91
2015-08-17,full,macro,80.77
2015-08-17,full,sentiment,83.03
2015-08-17,full,valuation,76.44
2015-08-17,rolling20y,leverage,48.09
2015-08-17,rolling20y,liquidity,37.05
2015-08-17,rolling20y,macro,80.77
2015-08-17,rolling20y,sentiment,86.53
2015-08-17,rolling20y,valuation,57.63
2015-08-18,full,leverage,56.05
2015-08-18,full,liquidity,35.49
2015-08-18,full,macro,79.61
2015-08-18,full,sentiment,76.92
2015-08-18,full,valuation,76.44
2015-08-18,rolling20y,leverage,47.73
2015-08-18,rolling20y,liquidity,36.61
2015-08-18,rolling20y,macro,79.61
2015-08-18,rolling20y,sentiment,81.18
2015-08-18,rolling20y,valuation,57.63
2015-08-19,full,leverage,55.7
2015-08-19,full,liquidity,35.61
2015-08-19,full,macro,79.34
2015-08-19,full,sentiment,67.38
2015-08-19,full,valuation,76.44
2015-08-19,rolling20y,leverage,47.25
2015-08-19,rolling20y,liquidity,36.76
2015-08-19,rolling20y,macro,79.34
2015-08-19,rolling20y,sentiment,72.67
2015-08-19,rolling20y,valuation,57.63
2015-08-20,full,leverage,55.85
2015-08-20,full,liquidity,35.91
2015-08-20,full,macro,79.07
2015-08-20,full,sentiment,44.2
2015-08-20,full,valuation,76.44
2015-08-20,rolling20y,leverage,47.44
2015-08-20,rolling20y,liquidity,37.05
2015-08-20,rolling20y,macro,79.07
2015-08-20,rolling20y,sentiment,51.15
2015-08-20,rolling20y,valuation,57.63
2015-08-21,full,leverage,55.53
2015-08-21,full,liquidity,36.03
2015-08-21,full,macro,75.56
2015-08-21,full,sentiment,12.07
2015-08-21,full,valuation,76.44
2015-08-21,rolling20y,leverage,47.0
2015-08-21,rolling20y,liquidity,37.2
2015-08-21,rolling20y,macro,75.56
2015-08-21,rolling20y,sentiment,14.29
2015-08-21,rolling20y,valuation,57.63
2015-08-24,full,leverage,55.35
2015-08-24,full,liquidity,36.29
2015-08-24,full,macro,72.78
2015-08-24,full,sentiment,2.43
2015-08-24,full,valuation,76.44
2015-08-24,rolling20y,leverage,46.75
2015-08-24,rolling20y,liquidity,37.46
2015-08-24,rolling20y,macro,72.78
2015-08-24,rolling20y,sentiment,3.12
2015-08-24,rolling20y,valuation,57.63
2015-08-25,full,leverage,55.21
2015-08-25,full,liquidity,35.68
2015-08-25,full,macro,76.37
2015-08-25,full,sentiment,4.04
2015-08-25,full,valuation,76.44
2015-08-25,rolling20y,leverage,46.55
2015-08-25,rolling20y,liquidity,36.84
2015-08-25,rolling20y,macro,76.37
2015-08-25,rolling20y,sentiment,5.12
2015-08-25,rolling20y,valuation,57.63
2015-08-26,full,leverage,55.06
2015-08-26,full,liquidity,35.48
2015-08-26,full,macro,82.68
2015-08-26,full,sentiment,8.6
2015-08-26,full,valuation,76.44
2015-08-26,rolling20y,leverage,46.34
2015-08-26,rolling20y,liquidity,36.67
2015-08-26,rolling20y,macro,82.68
2015-08-26,rolling20y,sentiment,10.51
2015-08-26,rolling20y,valuation,57.63
2015-08-27,full,leverage,55.3
2015-08-27,full,liquidity,35.57
2015-08-27,full,macro,81.51
2015-08-27,full,sentiment,15.69
2015-08-27,full,valuation,76.44
2015-08-27,rolling20y,leverage,46.69
2015-08-27,rolling20y,liquidity,36.75
2015-08-27,rolling20y,macro,81.51
2015-08-27,rolling20y,sentiment,18.48
2015-08-27,rolling20y,valuation,57.63
2015-08-28,full,leverage,55.4
2015-08-28,full,liquidity,35.73
2015-08-28,full,macro,78.7
2015-08-28,full,sentiment,15.83
2015-08-28,full,valuation,76.44
2015-08-28,rolling20y,leverage,46.83
2015-08-28,rolling20y,liquidity,36.88
2015-08-28,rolling20y,macro,78.7
2015-08-28,rolling20y,sentiment,18.66
2015-08-28,rolling20y,valuation,57.63
2015-08-31,full,leverage,55.3
2015-08-31,full,liquidity,35.73
2015-08-31,full,macro,77.67
2015-08-31,full,sentiment,11.43
2015-08-31,full,valuation,76.44
2015-08-31,rolling20y,leverage,46.69
2015-08-31,rolling20y,liquidity,36.88
2015-08-31,rolling20y,macro,77.67
2015-08-31,rolling20y,sentiment,13.61
2015-08-31,rolling20y,valuation,57.63
2015-09-01,full,leverage,54.85
2015-09-01,full,liquidity,36.22
2015-09-01,full,macro,76.24
2015-09-01,full,sentiment,7.21
2015-09-01,full,valuation,75.56
2015-09-01,rolling20y,leverage,46.17
2015-09-01,rolling20y,liquidity,37.87
2015-09-01,rolling20y,macro,76.24
2015-09-01,rolling20y,sentiment,8.97
2015-09-01,rolling20y,valuation,52.81
2015-09-02,full,leverage,54.9
2015-09-02,full,liquidity,36.18
2015-09-02,full,macro,79.48
2015-09-02,full,sentiment,15.75
2015-09-02,full,valuation,75.56
2015-09-02,rolling20y,leverage,46.25
2015-09-02,rolling20y,liquidity,37.82
2015-09-02,rolling20y,macro,79.48
2015-09-02,rolling20y,sentiment,18.57
2015-09-02,rolling20y,valuation,52.81
2015-09-03,full,leverage,54.9
2015-09-03,full,liquidity,36.3
2015-09-03,full,macro,75.09
2015-09-03,full,sentiment,17.11
2015-09-03,full,valuation,75.56
2015-09-03,rolling20y,leverage,46.25
2015-09-03,rolling20y,liquidity,37.95
2015-09-03,rolling20y,macro,75.09
2015-09-03,rolling20y,sentiment,20.26
2015-09-03,rolling20y,valuation,52.81
2015-09-04,full,leverage,55.0
2015-09-04,full,liquidity,36.88
2015-09-04,full,macro,75.27
2015-09-04,full,sentiment,12.53
2015-09-04,full,valuation,75.56
2015-09-04,rolling20y,leverage,46.39
2015-09-04,rolling20y,liquidity,38.57
2015-09-04,rolling20y,macro,75.27
2015-09-04,rolling20y,sentiment,14.79
2015-09-04,rolling20y,valuation,52.81
2015-09-07,full,leverage,55.0
2015-09-07,full,liquidity,36.88
2015-09-07,full,macro,75.27
2015-09-07,full,sentiment,12.53
2015-09-07,full,valuation,75.56
2015-09-07,rolling20y,leverage,46.39
2015-09-07,rolling20y,liquidity,38.57
2015-09-07,rolling20y,macro,75.27
2015-09-07,rolling20y,sentiment,14.79
2015-09-07,rolling20y,valuation,52.81
2015-09-08,full,leverage,54.95
2015-09-08,full,liquidity,36.47
2015-09-08,full,macro,74.83
2015-09-08,full,sentiment,19.19
2015-09-08,full,valuation,75.56
2015-09-08,rolling20y,leverage,46.33
2015-09-08,rolling20y,liquidity,38.13
2015-09-08,rolling20y,macro,74.83
2015-09-08,rolling20y,sentiment,22.83
2015-09-08,rolling20y,valuation,52.81
2015-09-09,full,leverage,55.25
2015-09-09,full,liquidity,37.82
2015-09-09,full,macro,74.15
2015-09-09,full,sentiment,15.43
2015-09-09,full,valuation,75.56
2015-09-09,rolling20y,leverage,46.74
2015-09-09,rolling20y,liquidity,39.47
2015-09-09,rolling20y,macro,74.15
2015-09-09,rolling20y,sentiment,18.16
2015-09-09,rolling20y,valuation,52.81
2015-09-10,full,leverage,55.15
2015-09-10,full,liquidity,37.54
2015-09-10,full,macro,76.77
2015-09-10,full,sentiment,21.03
2015-09-10,full,valuation,75.56
2015-09-10,rolling20y,leverage,46.6
2015-09-10,rolling20y,liquidity,39.21
2015-09-10,rolling20y,macro,76.77
2015-09-10,rolling20y,sentiment,24.99
2015-09-10,rolling20y,valuation,52.81
2015-09-11,full,leverage,55.2
2015-09-11,full,liquidity,37.71
2015-09-11,full,macro,77.53
2015-09-11,full,sentiment,25.27
2015-09-11,full,valuation,75.56
2015-09-11,rolling20y,leverage,46.67
2015-09-11,rolling20y,liquidity,39.38
2015-09-11,rolling20y,macro,77.53
2015-09-11,rolling20y,sentiment,29.9
2015-09-11,rolling20y,valuation,52.81
2015-09-14,full,leverage,55.11
2015-09-14,full,liquidity,38.26
2015-09-14,full,macro,77.98
2015-09-14,full,sentiment,21.56
2015-09-14,full,valuation,75.56
2015-09-14,rolling20y,leverage,46.55
2015-09-14,rolling20y,liquidity,39.97
2015-09-14,rolling20y,macro,77.98
2015-09-14,rolling20y,sentiment,25.6
2015-09-14,rolling20y,valuation,52.81
2015-09-15,full,leverage,54.95
2015-09-15,full,liquidity,37.69
2015-09-15,full,macro,78.71
2015-09-15,full,sentiment,28.07
2015-09-15,full,valuation,75.56
2015-09-15,rolling20y,leverage,46.33
2015-09-15,rolling20y,liquidity,39.37
2015-09-15,rolling20y,macro,78.71
2015-09-15,rolling20y,sentiment,33.04
2015-09-15,rolling20y,valuation,52.81
2015-09-16,full,leverage,55.01
2015-09-16,full,liquidity,36.12
2015-09-16,full,macro,76.83
2015-09-16,full,sentiment,33.09
2015-09-16,full,valuation,75.56
2015-09-16,rolling20y,leverage,46.4
2015-09-16,rolling20y,liquidity,37.81
2015-09-16,rolling20y,macro,76.83
2015-09-16,rolling20y,sentiment,38.95
2015-09-16,rolling20y,valuation,52.81
2015-09-17,full,leverage,54.85
2015-09-17,full,liquidity,36.06
2015-09-17,full,macro,76.36
2015-09-17,full,sentiment,34.16
2015-09-17,full,valuation,75.56
2015-09-17,rolling20y,leverage,46.17
2015-09-17,rolling20y,liquidity,37.78
2015-09-17,rolling20y,macro,76.36
2015-09-17,rolling20y,sentiment,40.14
2015-09-17,rolling20y,valuation,52.81
2015-09-18,full,leverage,55.01
2015-09-18,full,liquidity,36.94
2015-09-18,full,macro,76.61
2015-09-18,full,sentiment,29.02
2015-09-18,full,valuation,75.56
2015-09-18,rolling20y,leverage,46.41
2015-09-18,rolling20y,liquidity,38.65
2015-09-18,rolling20y,macro,76.61
2015-09-18,rolling20y,sentiment,34.18
2015-09-18,rolling20y,valuation,52.81
2015-09-21,full,leverage,54.79
2015-09-21,full,liquidity,36.34
2015-09-21,full,macro,77.64
2015-09-21,full,sentiment,39.1
2015-09-21,full,valuation,75.56
2015-09-21,rolling20y,leverage,46.09
2015-09-21,rolling20y,liquidity,38.02
2015-09-21,rolling20y,macro,77.64
2015-09-21,rolling20y,sentiment,45.62
2015-09-21,rolling20y,valuation,52.81
2015-09-22,full,leverage,55.01
2015-09-22,full,liquidity,36.82
2015-09-22,full,macro,80.42
2015-09-22,full,sentiment,28.48
2015-09-22,full,valuation,75.56
2015-09-22,rolling20y,leverage,46.41
2015-09-22,rolling20y,liquidity,38.52
2015-09-22,rolling20y,macro,80.42
2015-09-22,rolling20y,sentiment,33.54
2015-09-22,rolling20y,valuation,52.81
2015-09-23,full,leverage,55.01
2015-09-23,full,liquidity,35.93
2015-09-23,full,macro,83.37
2015-09-23,full,sentiment,29.7
2015-09-23,full,valuation,75.56
2015-09-23,rolling20y,leverage,46.42
2015-09-23,rolling20y,liquidity,37.62
2015-09-23,rolling20y,macro,83.37
2015-09-23,rolling20y,sentiment,34.94
2015-09-23,rolling20y,valuation,52.81
2015-09-24,full,leverage,54.96
2015-09-24,full,liquidity,36.1
2015-09-24,full,macro,83.38
2015-09-24,full,sentiment,24.36
2015-09-24,full,valuation,75.56
2015-09-24,rolling20y,leverage,46.34
2015-09-24,rolling20y,liquidity,37.82
2015-09-24,rolling20y,macro,83.38
2015-09-24,rolling20y,sentiment,28.84
2015-09-24,rolling20y,valuation,52.81
2015-09-25,full,leverage,54.79
2015-09-25,full,liquidity,35.76
2015-09-25,full,macro,82.36
2015-09-25,full,sentiment,23.79
2015-09-25,full,valuation,75.56
2015-09-25,rolling20y,leverage,46.1
2015-09-25,rolling20y,liquidity,37.45
2015-09-25,rolling20y,macro,82.36
2015-09-25,rolling20y,sentiment,28.16
2015-09-25,rolling20y,valuation,52.81
2015-09-28,full,leverage,54.71
2015-09-28,full,liquidity,36.44
2015-09-28,full,macro,85.2
2015-09-28,full,sentiment,12.82
2015-09-28,full,valuation,75.56
2015-09-28,rolling20y,leverage,45.98
2015-09-28,rolling20y,liquidity,38.19
2015-09-28,rolling20y,macro,85.2
2015-09-28,rolling20y,sentiment,15.21
2015-09-28,rolling20y,valuation,52.81
2015-09-29,full,leverage,54.44
2015-09-29,full,liquidity,36.76
2015-09-29,full,macro,84.97
2015-09-29,full,sentiment,14.28
2015-09-29,full,valuation,75.56
2015-09-29,rolling20y,leverage,45.58
2015-09-29,rolling20y,liquidity,38.54
2015-09-29,rolling20y,macro,84.97
2015-09-29,rolling20y,sentiment,16.87
2015-09-29,rolling20y,valuation,52.81
2015-09-30,full,leverage,54.29
2015-09-30,full,liquidity,36.52
2015-09-30,full,macro,81.9
2015-09-30,full,sentiment,20.49
2015-09-30,full,valuation,75.56
2015-09-30,rolling20y,leverage,45.36
2015-09-30,rolling20y,liquidity,38.29
2015-09-30,rolling20y,macro,81.9
2015-09-30,rolling20y,sentiment,24.38
2015-09-30,rolling20y,valuation,52.81
2015-10-01,full,leverage,50.24
2015-10-01,full,liquidity,36.19
2015-10-01,full,macro,86.96
2015-10-01,full,sentiment,28.06
2015-10-01,full,valuation,78.87
2015-10-01,rolling20y,leverage,41.45
2015-10-01,rolling20y,liquidity,37.51
2015-10-01,rolling20y,macro,86.96
2015-10-01,rolling20y,sentiment,33.11
2015-10-01,rolling20y,valuation,60.31
2015-10-02,full,leverage,50.14
2015-10-02,full,liquidity,36.44
2015-10-02,full,macro,85.12
2015-10-02,full,sentiment,35.26
2015-10-02,full,valuation,78.87
2015-10-02,rolling20y,leverage,41.29
2015-10-02,rolling20y,liquidity,37.77
2015-10-02,rolling20y,macro,85.12
2015-10-02,rolling20y,sentiment,41.4
2015-10-02,rolling20y,valuation,60.31
2015-10-05,full,leverage,50.17
2015-10-05,full,liquidity,35.83
2015-10-05,full,macro,82.12
2015-10-05,full,sentiment,42.38
2015-10-05,full,valuation,78.87
2015-10-05,rolling20y,leverage,41.34
2015-10-05,rolling20y,liquidity,37.12
2015-10-05,rolling20y,macro,82.12
2015-10-05,rolling20y,sentiment,49.31
2015-10-05,rolling20y,valuation,60.31
2015-10-06,full,leverage,50.21
2015-10-06,full,liquidity,36.01
2015-10-06,full,macro,81.31
2015-10-06,full,sentiment,43.25
2015-10-06,full,valuation,78.87
2015-10-06,rolling20y,leverage,41.4
2015-10-06,rolling20y,liquidity,37.32
2015-10-06,rolling20y,macro,81.31
2015-10-06,rolling20y,sentiment,50.35
2015-10-06,rolling20y,valuation,60.31
2015-10-07,full,leverage,50.44
2015-10-07,full,liquidity,38.08
2015-10-07,full,macro,78.55
2015-10-07,full,sentiment,48.23
2015-10-07,full,valuation,78.87
2015-10-07,rolling20y,leverage,41.73
2015-10-07,rolling20y,liquidity,39.38
2015-10-07,rolling20y,macro,78.55
2015-10-07,rolling20y,sentiment,55.89
2015-10-07,rolling20y,valuation,60.31
2015-10-08,full,leverage,50.39
2015-10-08,full,liquidity,37.61
2015-10-08,full,macro,74.3
2015-10-08,full,sentiment,53.45
2015-10-08,full,valuation,78.87
2015-10-08,rolling20y,leverage,41.67
2015-10-08,rolling20y,liquidity,38.88
2015-10-08,rolling20y,macro,74.3
2015-10-08,rolling20y,sentiment,61.0
2015-10-08,rolling20y,valuation,60.31
2015-10-09,full,leverage,50.5
2015-10-09,full,liquidity,37.67
2015-10-09,full,macro,75.95
2015-10-09,full,sentiment,55.26
2015-10-09,full,valuation,78.87
2015-10-09,rolling20y,leverage,41.83
2015-10-09,rolling20y,liquidity,38.95
2015-10-09,rolling20y,macro,75.95
2015-10-09,rolling20y,sentiment,62.54
2015-10-09,rolling20y,valuation,60.31
2015-10-12,full,leverage,50.5
2015-10-12,full,liquidity,37.67
2015-10-12,full,macro,78.85
2015-10-12,full,sentiment,61.63
2015-10-12,full,valuation,78.87
2015-10-12,rolling20y,leverage,41.83
2015-10-12,rolling20y,liquidity,38.95
2015-10-12,rolling20y,macro,78.85
2015-10-12,rolling20y,sentiment,68.11
2015-10-12,rolling20y,valuation,60.31
2015-10-13,full,leverage,50.39
2015-10-13,full,liquidity,38.26
2015-10-13,full,macro,81.21
2015-10-13,full,sentiment,51.97
2015-10-13,full,valuation,78.87
2015-10-13,rolling20y,leverage,41.67
2015-10-13,rolling20y,liquidity,39.6
2015-10-13,rolling20y,macro,81.21
2015-10-13,rolling20y,sentiment,59.67
2015-10-13,rolling20y,valuation,60.31
2015-10-14,full,leverage,50.25
2015-10-14,full,liquidity,39.86
2015-10-14,full,macro,79.27
2015-10-14,full,sentiment,49.92
2015-10-14,full,valuation,78.87
2015-10-14,rolling20y,leverage,41.46
2015-10-14,rolling20y,liquidity,41.21
2015-10-14,rolling20y,macro,79.27
2015-10-14,rolling20y,sentiment,57.72
2015-10-14,rolling20y,valuation,60.31
2015-10-15,full,leverage,50.35
2015-10-15,full,liquidity,39.63
2015-10-15,full,macro,82.34
2015-10-15,full,sentiment,62.43
2015-10-15,full,valuation,78.87
2015-10-15,rolling20y,leverage,41.6
2015-10-15,rolling20y,liquidity,40.98
2015-10-15,rolling20y,macro,82.34
2015-10-15,rolling20y,sentiment,68.88
2015-10-15,rolling20y,valuation,60.31
2015-10-16,full,leverage,50.4
2015-10-16,full,liquidity,39.63
2015-10-16,full,macro,85.75
2015-10-16,full,sentiment,68.78
2015-10-16,full,valuation,78.87
2015-10-16,rolling20y,leverage,41.68
2015-10-16,rolling20y,liquidity,40.98
2015-10-16,rolling20y,macro,85.75
2015-10-16,rolling20y,sentiment,74.66
2015-10-16,rolling20y,valuation,60.31
2015-10-19,full,leverage,50.3
2015-10-19,full,liquidity,39.67
2015-10-19,full,macro,87.39
2015-10-19,full,sentiment,69.13
2015-10-19,full,valuation,78.87
2015-10-19,rolling20y,leverage,41.54
2015-10-19,rolling20y,liquidity,41.02
2015-10-19,rolling20y,macro,87.39
2015-10-19,rolling20y,sentiment,75.01
2015-10-19,rolling20y,valuation,60.31
2015-10-20,full,leverage,50.35
2015-10-20,full,liquidity,39.56
2015-10-20,full,macro,84.67
2015-10-20,full,sentiment,64.41
2015-10-20,full,valuation,78.87
2015-10-20,rolling20y,leverage,41.61
2015-10-20,rolling20y,liquidity,40.91
2015-10-20,rolling20y,macro,84.67
2015-10-20,rolling20y,sentiment,70.58
2015-10-20,rolling20y,valuation,60.31
2015-10-21,full,leverage,50.4
2015-10-21,full,liquidity,40.17
2015-10-21,full,macro,86.37
2015-10-21,full,sentiment,57.69
2015-10-21,full,valuation,78.87
2015-10-21,rolling20y,leverage,41.69
2015-10-21,rolling20y,liquidity,41.55
2015-10-21,rolling20y,macro,86.37
2015-10-21,rolling20y,sentiment,64.8
2015-10-21,rolling20y,valuation,60.31
2015-10-22,full,leverage,50.52
2015-10-22,full,liquidity,39.94
2015-10-22,full,macro,87.5
2015-10-22,full,sentiment,72.89
2015-10-22,full,valuation,78.87
2015-10-22,rolling20y,leverage,41.86
2015-10-22,rolling20y,liquidity,41.29
2015-10-22,rolling20y,macro,87.5
2015-10-22,rolling20y,sentiment,78.16
2015-10-22,rolling20y,valuation,60.31
2015-10-23,full,leverage,50.71
2015-10-23,full,liquidity,39.77
2015-10-23,full,macro,91.82
2015-10-23,full,sentiment,72.82
2015-10-23,full,valuation,78.87
2015-10-23,rolling20y,leverage,42.14
2015-10-23,rolling20y,liquidity,41.1
2015-10-23,rolling20y,macro,91.82
2015-10-23,rolling20y,sentiment,78.11
2015-10-23,rolling20y,valuation,60.31
2015-10-26,full,leverage,50.75
2015-10-26,full,liquidity,40.03
2015-10-26,full,macro,92.23
2015-10-26,full,sentiment,67.31
2015-10-26,full,valuation,78.87
2015-10-26,rolling20y,leverage,42.2
2015-10-26,rolling20y,liquidity,41.4
2015-10-26,rolling20y,macro,92.23
2015-10-26,rolling20y,sentiment,73.26
2015-10-26,rolling20y,valuation,60.31
2015-10-27,full,leverage,50.59
2015-10-27,full,liquidity,40.22
2015-10-27,full,macro,93.38
2015-10-27,full,sentiment,66.61
2015-10-27,full,valuation,78.87
2015-10-27,rolling20y,leverage,41.97
2015-10-27,rolling20y,liquidity,41.61
2015-10-27,rolling20y,macro,93.38
2015-10-27,rolling20y,sentiment,72.48
2015-10-27,rolling20y,valuation,60.31
2015-10-28,full,leverage,50.84
2015-10-28,full,liquidity,41.26
2015-10-28,full,macro,93.32
2015-10-28,full,sentiment,73.5
2015-10-28,full,valuation,78.87
2015-10-28,rolling20y,leverage,42.34
2015-10-28,rolling20y,liquidity,42.61
2015-10-28,rolling20y,macro,93.32
2015-10-28,rolling20y,sentiment,78.71
2015-10-28,rolling20y,valuation,60.31
2015-10-29,full,leverage,50.8
2015-10-29,full,liquidity,40.52
2015-10-29,full,macro,93.39
2015-10-29,full,sentiment,71.57
2015-10-29,full,valuation,78.87
2015-10-29,rolling20y,leverage,42.28
2015-10-29,rolling20y,liquidity,41.84
2015-10-29,rolling20y,macro,93.39
2015-10-29,rolling20y,sentiment,77.13
2015-10-29,rolling20y,valuation,60.31
2015-10-30,full,leverage,50.89
2015-10-30,full,liquidity,40.92
2015-10-30,full,macro,91.66
2015-10-30,full,sentiment,68.62
2015-10-30,full,valuation,78.87
2015-10-30,rolling20y,leverage,42.41
2015-10-30,rolling20y,liquidity,42.28
2015-10-30,rolling20y,macro,91.66
2015-10-30,rolling20y,sentiment,74.59
2015-10-30,rolling20y,valuation,60.31
2015-11-02,full,leverage,50.92
2015-11-02,full,liquidity,41.99
2015-11-02,full,macro,91.29
2015-11-02,full,sentiment,74.65
2015-11-02,full,valuation,81.49
2015-11-02,rolling20y,leverage,42.47
2015-11-02,rolling20y,liquidity,44.56
2015-11-02,rolling20y,macro,91.29
2015-11-02,rolling20y,sentiment,79.79
2015-11-02,rolling20y,valuation,65.98
2015-11-03,full,leverage,50.86
2015-11-03,full,liquidity,41.72
2015-11-03,full,macro,91.57
2015-11-03,full,sentiment,72.07
2015-11-03,full,valuation,81.49
2015-11-03,rolling20y,leverage,42.38
2015-11-03,rolling20y,liquidity,44.25
2015-11-03,rolling20y,macro,91.57
2015-11-03,rolling20y,sentiment,77.58
2015-11-03,rolling20y,valuation,65.98
2015-11-04,full,leverage,51.04
2015-11-04,full,liquidity,44.0
2015-11-04,full,macro,91.7
2015-11-04,full,sentiment,65.84
2015-11-04,full,valuation,81.49
2015-11-04,rolling20y,leverage,42.64
2015-11-04,rolling20y,liquidity,46.56
2015-11-04,rolling20y,macro,91.7
2015-11-04,rolling20y,sentiment,71.91
2015-11-04,rolling20y,valuation,65.98
2015-11-05,full,leverage,50.93
2015-11-05,full,liquidity,43.96
2015-11-05,full,macro,91.81
2015-11-05,full,sentiment,68.73
2015-11-05,full,valuation,81.49
2015-11-05,rolling20y,leverage,42.48
2015-11-05,rolling20y,liquidity,46.52
2015-11-05,rolling20y,macro,91.81
2015-11-05,rolling20y,sentiment,74.77
2015-11-05,rolling20y,valuation,65.98
2015-11-06,full,leverage,50.99
